place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Improvisatoren	Improvisatoren	roman af H.C. Andersen, 1835, bygger bl.a. på rejseindtryk fra Italien. Romanen blev H.C. Andersens internationale gennembrud, oversattes, ligesom de følgende O. T., 1836, og Kun en Spillemand, 1837, hurtigt til de europæiske hovedsprog.	1840	1840	11	Maurerpigen	416	1	v11:416 (1840)	medium	located	
Kehlets … Rosenlund	Kehlets … Rosenlund	et traktørsted, som R.T. Kehlet åbnede på Værnedamsvej 5 i 1829, hed Rosenlund; stedet havde sin storhedstid i 1830’erne.	1840	1840	11	En Comedie i det Grønne	405	1	v11:405 (1840)	medium	located	
Kenilworth	Kenilworth	engelsk by sydøst for Birmingham med ruiner af Kenilworth Slot.	1774	1774	11	Festen paa Kenilworthengelsk by sydøst for Birmingham med ruiner af Kenilworth Slot.Kenilworth	11	2	v11:11 (1774); v11:113 ()	medium	located+place-type	
Mel. … Kjølige Druer	Mel. … Kjølige Druer	»Fin ch’han dal vino«, arie fra I,15 af W.A. Mozarts opera Don Giovanni, 1787; libretto af L. da Ponte; dansk Don Juan, oversat af Laurids Kruse, opført på Det Kongelige Teater 1807. Trykte noder: Rung bd. 1, s. 63; klaverpartitur til Don Giovanni findes. E-noder: Don Juan.	1836	1836	11	Skilles og mødes	176	1	v11:176 (1836)	medium	located+place-type	
Minaret	Minaret(en)	tårn ved den muslimske moske, hvorfra der kaldes til bøn.	1840	1840	11	Maurerpigen	484	1	v11:484 (1840)	high	head-noun+place-type	
Morgana … Feen	Morgana … Feen	ifølge en legende boede feen Morgana i et krystalslot under vandet ved Messinastrædet; hun har givet navn til de optiske bedrag eller luftspejlinger, som går under navnet fata Morgana, og som hun havde magiske kræfter til at skabe.	1842	1842	11	Fuglen i Pæretræet	541	1	v11:541 (1842)	medium	located+place-type	
Munkemølleport	Munkemølleport	lidt nord for Odense Å, i Munkemøllestræde, hvor H.C. Andersen voksede op.	1836	1836	11	Skilles og mødes	172	1	v11:172 (1836)	medium	located+place-type	
Portici	Portici	La muette de Portici, opera, 1828, af D.F.E. Auber; tekst af E. Scribe og G. Delavigne; dansk Den Stumme i Portici, oversat af J.L. Heiberg; opført på Det Kongelige Teater 1830.	1836	1836	11	Skilles og mødes	208	1	v11:208 (1836)	high	in-register	geo-3170116
Quito	Quito	hovedstad i Ecuador; også navn for et indiansk folk, der under den spanske erobrings tid hørte under Inkariget, i hvis nordlige del inkaernes daværende hovedstad Quitu lå. Handlingen i Cora er dog henlagt til Peru.	1841	1841	11	Vandring gjennem Opera-Galleriet	517	1	v11:517 (1841)	high	head-noun+located+place-type	
Sanct-Pierre	Sanct-Pierre(s)	by på Martinique.	1840	1840	11	Mulatten	297	1	v11:297 (1840)	high	head-noun+located+place-type	
Valencia	Valencia	østspansk region ved Middelhavskysten.	1839	1839	11	Den Usynlige paa Sprogø	266	1	v11:266 (1839)	medium	located+place-type	
varme Kilder	varme Kilder	øen er af vulkansk oprindelse og har mineralske kilder, der besøgtes af europæere, hvis helbred led under klimaet.	1840	1840	11	Mulatten	280	1	v11:280 (1840)	high	head-noun+place-type	
Vega	Vega	frodig slette mellem bjergene omkring Granada.	1840	1840	11	Maurerpigen	466	1	v11:466 (1840)	medium	located+place-type	
Venlo	Venlo(s)	by i den nederlandske provins Limburg, 70 km syd for Maastricht; blev 1543 belejret og erobret af den tyske kejser Karl 5. og hans hær på 40.000 mand.	1774	1774	11	Festen paa Kenilworthengelsk by sydøst for Birmingham med ruiner af Kenilworth Slot.Kenilworth	16	1	v11:16 (1774)	high	head-noun+place-type	
Virginien	Virginien	1583-1588 forsøgte den engelske søfarer Walter Raleigh at anlægge kolonier på Nordamerikas kyst i det nuværende North Carolina. Det mislykkedes, men landet fik ved den lejlighed sit navn efter den ugifte dronning Elisabeth. Først fra 1606 blomstrede landet op som koloni. Det blev i tidens løb delt op, og den nuværende USA-stat Virginia svarer kun delvis til det oprindelige landområde.	1774	1774	11	Festen paa Kenilworthengelsk by sydøst for Birmingham med ruiner af Kenilworth Slot.Kenilworth	45	1	v11:45 (1774)	medium	located	
Zenil	Zenil(s)	eller Genil, flod ved Granada.	1840	1840	11	Maurerpigen	465	1	v11:465 (1840)	medium	located+place-type	
