place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
den unge Kats Klage	den unge Kats Klage	H.C. Andersens ungdomsdigt »Dalen og Bjergtoppen« fik i Fodreise en ironisk drejning og blev lagt i munden på en kat i digtet »Før og Nu«, (se denne udgaves bd. 9, s. 174-175).	1846	1846	16	Mit eget Eventyr uden Digtning	217	1	v16:217 (1846)	medium	located+place-type	
den uskyldige By	den uskyldige By	Faaborg.	1832	1832	16	Levnedsbog	161	1	v16:161 (1832)	high	head-noun+place-type	
det danske Folkesagn … Vissenberg	det danske Folkesagn … Vissenberg	Vissenbjerg ligger ca. 10 km vest for Odense. Ifølge sagnet holdt en røverbande til her i dybe gange under landevejen. Når en vogn passerede, ringede ophængte klokker. Jf. Thiele 1, 2, s. 11-14. H.C. Andersens stykke blev ikke udgivet som helhed i hans levetid.	1832	1832	16	Levnedsbog	92	1	v16:92 (1832)	high	head-noun+place-type	
een af de mindste Byer	een af de mindste Byer	Fåborg.	1846	1846	16	Mit eget Eventyr uden Digtning	223	1	v16:223 (1846)	high	head-noun+place-type	
en gammel Herregaard	en gammel Herregaard	Nakkebølle. Hovedgård beliggende 7 km øst for Faaborg.	1832	1832	16	Levnedsbog	164	1	v16:164 (1832)	medium	located+place-type	
en gammel Præst	en gammel Præst	formodentlig Niels Studsgaard Fuglsang, sognepræst ved St. Mikkels Kirke.	1846	1846	16	Mit eget Eventyr uden Digtning	212	1	v16:212 (1846)	medium	located+place-type	
En Hr Boas	En Hr Boas	forfatteren Eduard Boas havde 1843 på vej fra Norge besøgt København, hvor H.P. Holst tog sig af ham. Sine rejseindtryk samlede han i bogen In Scandinavien. Nordlichter, 1845, der afsluttes med en artikel »Die dänische Poesie der Gegenwart«, tidligere trykt i tidsskriftet Die Grenzboten. H.C. Andersen omtales s. 314-321. If. Boas er af danske digtere kun Oehlenschläger og Andersen kendt i Tyskland; imidlertid er der andre, der vurderes betydeligt højere i Danmark. Boas genfortæller derpå H.C. Andersens biografi (efter Jenssen), roser eventyrene, men kritiserer romanerne (navnlig Kun en Spillemand) og En Digters Bazar, især fordi H.C. Andersen her stadig stiller sit eget jeg i forgrunden. Forfængelighed går som en rød tråd gennem alle hans værker, »und eitel ist Andersen über die Maaßen. Das Lob gehört ihm zur Lebesluft, jeder Tadel verletzt ihn schneidend (...) Er kennt alle die kleinen Toilettenkünste der Literatur, macht sich den theatralischen Apparat gehörig zu Nutz, und weiß sogar mit seiner romantischen Lebensgeschichte zu kokettieren« (s. 319-320).	1846	1846	16	Mit eget Eventyr uden Digtning	277	1	v16:277 (1846)	medium	located+place-type	
en lille Sum	en lille Sum	if. manuskriptet til Mit Livs Eventyr 200 rigsdaler, tjent på Fuglen i Pæretræet.	1846	1846	16	Mit eget Eventyr uden Digtning	270	1	v16:270 (1846)	medium	located	
en lykkelig Moder	en lykkelig Moder	Riborg fik ni børn.	1846	1846	16	Mit eget Eventyr uden Digtning	224	1	v16:224 (1846)	high	head-noun+place-type	
en Præst	en Præst	muligvis sognepræst i Osted, Gustav Ludvig Schiern.	1832	1832	16	Levnedsbog	128	1	v16:128 (1832)	medium	located	
en Roman	en Roman	Slottet ved Rhinen, 1845. I romanen optræder den forfængelige digter Eginhard, der ender som sindssyg. Figuren er et ætsende portræt af H.C. Andersen, der da også følte sig ramt.	1846	1846	16	Mit eget Eventyr uden Digtning	238	1	v16:238 (1846)	high	head-noun+located+place-type	
Frue Kirke	Frue Kirke	Vor Frue Kirke i Odense.	1832	1832	16	Levnedsbog	64	1	v16:64 (1832)	medium	located+place-type	
Fyrste Graven	Fyrste Graven	storhertug Carl Augusts mausoleum på kirkegården i Weimar, hvor også Storhertuginde Louise, f. prinsesse af Hessen-Darmstadt, Goethe og Schiller er bisat.	1846	1846	16	Mit eget Eventyr uden Digtning	286	1	v16:286 (1846)	medium	located	
Fødeby – Bogense	Fødeby – Bogense	H.C. Andersens mormor Anne Sørensdatter levede i Bogense fra 1804 til sin død 1825, men hans mor er ikke født der.	1846	1846	16	Mit eget Eventyr uden Digtning	189	1	v16:189 (1846)	medium	located	
Gammelholm	Gammel Holm	Gammelholm; bydel i København beliggende på det tidligere Bremerholm ud mod Amager.	1832	1832	16	Levnedsbog	84	1	v16:84 (1832)	high	head-noun+located+place-type	
gifte sig … een af min Faders Venner	gifte sig … een af min Faders Venner	Anne Marie Andersdatter blev 8. juli 1818 i Sankt Knuds Kirke i Odense viet til Niels Jørgen Gundersen.	1832	1832	16	Levnedsbog	70	1	v16:70 (1832)	medium	located+place-type	
Gisselfeldt	Gisselfeldt	hovedgård på Sjælland 14 km nordøst for Haslev.	1846	1846	16	Mit eget Eventyr uden Digtning	261	1	v16:261 (1846)	high	head-noun+located+place-type	
Glorup	Glorup	hovedgård i Gudme Herred, 13 km syd for Nyborg; ejeren var geheimekonferensråd, grev Gebhard Moltke-Hvitfeldt; H.C. Andersen besøgte gården 1. gang 1839, siden 23 gange.	1846	1846	16	Mit eget Eventyr uden Digtning	245	1	v16:245 (1846)	high	head-noun+located+place-type	
Graabrødre Kirke	gammel … Kirke	Graabrødre Kirke, nedrevet 1817-1819.	1846	1846	16	Mit eget Eventyr uden Digtning	183	1	v16:183 (1846)	high	head-noun+place-type	
Haase	Haase	Karl August von Hase, professor i kirkehistorie i Jena.	1846	1846	16	Mit eget Eventyr uden Digtning	313	1	v16:313 (1846)	medium	located	
Hald … Indsøe	Hald … Indsøe	i dag navnet på en herregård beliggende sydvest for Viborg. Navnet har dog gennem tiden været knyttet til en række gårde og en borg, der alle har været beliggende i nærheden af den nuværende herregård. Muligvis gjaldt H.C. Andersens besøg det såkaldt tredje Hald – resterne af en bispeborg, der blev opført i 1528 – ved Hald Sø.	1832	1832	16	Levnedsbog	159	1	v16:159 (1832)	medium	located+place-type	
Halligerne	Halligerne	øgruppe på ti uindigede småøer i det Nordfrisiske Vadehav ved Slesvig-Holstens vestkyst.	1846	1846	16	Mit eget Eventyr uden Digtning	290	1	v16:290 (1846)	high	head-noun+place-type	
Hellig Anders Kors	Hellig Anders Kors	Anders var if. traditionen præst ved St. Peders Kirke i Slagelse ca. 1200; hans kors står paa Hvilehøj 3,5 km sydvest for Slagelse, tæt ved landevejen til Korsør.	1846	1846	16	Mit eget Eventyr uden Digtning	213	1	v16:213 (1846)	medium	located+place-type	
Hoftheatret paa Dandseskolen	Hoftheatret paa Dandseskolen	Det Kgl. Teaters danseskole havde til huse på Hofteatret på Christiansborg.	1832	1832	16	Levnedsbog	84	1	v16:84 (1832)	medium	located+place-type	
Hunderup-Skov	Hunderup-Skov	skovområde beliggende ved Odense Å.	1832	1832	16	Levnedsbog	104	1	v16:104 (1832)	medium	located+place-type	
Ingeborg	hvis Børn | Collins … Datter	Ingeborg, gift 1826 med auditør, Adolph Drewsen; Gottlieb, senere registrator ved pensionskassen; Edvard, senere departementschef og sparekassedirektør; Louise, gift 1840 med auditør Wilkens Lind, og Theodor, senere teaterlæge. ¶ Ingeborg, gift Drewsen.	1846	1846	16	Mit eget Eventyr uden Digtning	207	2	v16:207 (1846); v16:246 (1846)	high	head-noun+place-type	
Ingeborg Drewsen	Een af dem	Ingeborg Drewsen, som sammen med sin mand havde været sammen med Heiberg i Ems 1839.	1846	1846	16	Mit eget Eventyr uden Digtning	256	1	v16:256 (1846)	high	head-noun+place-type	
Ingeborg Nicoline Collin	Ingeborg | Den ældste Datter	Ingeborg Nicoline Collin, gift Drewsen.	1832	1832	16	Levnedsbog	121	2	v16:121 (1832); v16:144 (1832)	high	head-noun+place-type	
J.C. Dahl	Dahl	J.C. Dahl, norsk landskabsmaler, professor i Dresden.	1846	1846	16	Mit eget Eventyr uden Digtning	315	1	v16:315 (1846)	medium	located	
J. C. Langes Læsebibliothek	J. C. Langes Læsebibliothek	Johannes Christian Lange havde i en årrække et lejebibliotek i København, hvorfra man mod betaling kunne hjemlåne bøger.	1832	1832	16	Levnedsbog	85	1	v16:85 (1832)	medium	located+place-type	
Kilden	Kilden	kan ikke bestemmes med sikkerhed, da der ligger en række kilder tæt ved Odense.	1832	1832	16	Levnedsbog	59	1	v16:59 (1832)	medium	located	
Kjøbsted	Kjøbsted	(dialekt) købstad.	1832	1832	16	Levnedsbog	161	1	v16:161 (1832)	high	head-noun+place-type	
Klosterkirken	Klosterkirken	middelalderkirke hørende til Slagelse Hospital (Slagelse Gammel Kloster), delvist nedrevet 1862. Erstattet af den nuværende Helligåndskirke.	1832	1832	16	Levnedsbog	102	1	v16:102 (1832)	high	head-noun+located+place-type	
Kullen	Kullen	halvø beliggende mellem Skälderviken og Øresund.	1832	1832	16	Levnedsbog	132	1	v16:132 (1832)	high	in-register+head-noun+located+place-type	geo-2698848
l’étang de Thau	l’étang de Thau	stor kystsø i Languedoc ved Middelhavet.	1846	1846	16	Mit eget Eventyr uden Digtning	327	1	v16:327 (1846)	medium	located+place-type	
laae paa Bakkehuset	laae paa Bakkehuset	fru Colbiørnsen og hendes døtre havde lejet sig ind i Bakkehuset for sommeren.	1832	1832	16	Levnedsbog	90	1	v16:90 (1832)	medium	located	
Libau i Cuurland	Libau i Cuurland	by beliggende i landskabet Kurland i det vestlige Letland. Kurland hørte i perioden 1795-1915 under Rusland, men blev dog styret af den lokale tyske adel. Først i 1918 blev Kurland en del af Letland.	1832	1832	16	Levnedsbog	139	1	v16:139 (1832)	high	head-noun+place-type	
Lykkesholm	Lykkesholm	hovedgård i Vindinge Herred ca. 14 km sydvest for Nyborg; ejeren var justitsrådinde Johanne Lindegaard. H.C. Andersen kom der især 1835-1839.	1846	1846	16	Mit eget Eventyr uden Digtning	245	1	v16:245 (1846)	high	head-noun+located+place-type	
Marie Bunkeflod	hans Enke og Søster | Madam Bunkeflod	Marie Bunkeflod, som var enke efter digterpræsten Hans Christian Bunkeflod, boede sammen med sin svigerinde i de såkaldte Eilschous Boliger, en stiftelse for borgerskabets enlige, trængende kvinder. Stiftelsen lå i Munkemøllestræde over for H.C. Andersens barndomshjem. ¶ Marie Bunkeflod, f. Petersen, enke efter sognepræsten ved St. Hans Kirke, digteren Hans Christian Bunkeflod. Hun boede sammen med sin mands søster Anna Margrethe Bunkeflod.	1832	1832 1846	16	Levnedsbog	63	2	v16:63 (1832); v16:187 (1846)	high	head-noun+place-type+located	
Marienlyst	Marienlyst	Marienlyst Slot. Tidligere lystslot beliggende i Helsingør. Opført ca. 1588 for Frederik 2., udbygget 1759-1763. Indtil 1766, hvor enkedronning (efter Frederik 5.) Juliane Marie overtog slottet, hed det Lundehave. I 1851 overtog Helsingør Kommune slottet, der siden 1930 har været museum.	1832	1832	16	Levnedsbog	129	1	v16:129 (1832)	medium	located+place-type	
Meisling … som Rector	Meisling … som Rector	Meisling blev 16. juli 1823 i Klosterkirken i Slagelse indsat i rektorembedet af biskop Friederich Christian Carl Heinrich Münter.	1832	1832	16	Levnedsbog	102	1	v16:102 (1832)	medium	located+place-type	
Min Biograph i »Dansk Pantheon«	Min Biograph i »Dansk Pantheon«	kritikeren P.L. Møller havde i XXX. Levering af Dansk Pantheon, juni 1845, givet en smuk karakteristik af H.C. Andersen, som medbragte et eksemplar af den på rejsen i 1846 og benyttede den under undarbejdelsen af selvbiografien.	1846	1846	16	Mit eget Eventyr uden Digtning	264	1	v16:264 (1846)	medium	located	
Nicolai Taarn	Nicolai Taarn	tårnet på Nikolaj Kirke, en middelalderkirke, der kendes fra 1261. Kirken nedbrændte sammen med store dele af København i 1795, men tårnet overlevede. Efter branden besluttede Frederik 6., at sognet skulle nedlægges, hvilket skete i 1805. 1915-1917 blev kirken genopbygget med det gamle tårn som en naturlig del. Kirken har dog efter genopførelsen ikke været brugt som kirke, men til en række andre formål, fx hovedbibliotek.	1832	1832	16	Levnedsbog	143	1	v16:143 (1832)	high	head-noun+located+place-type	
Nicolaitaarn	Nicolaitaarn	Sankt Nicolai Kirke på Nicolai Plads er formentlig Københavns ældste. Tårnet opførtes 1591. Ved branden 1795 blev kirken ødelagt og lå hen som ruin; tårnet blev siden indrettet til brug for brandvæsenet, der ejede det 1808-1882. Fra 1820 anvendtes det til brandvagt og signalstation.	1846	1846	16	Mit eget Eventyr uden Digtning	220	1	v16:220 (1846)	medium	located+place-type	
Nonnebakken	Nonnebakken	bakke syd for Odense Å, tæt ved Sankt Knuds Kirke. Oprindelig lå her en ringborg eller trelleborg (Burgh), der i middelalderen tilhørte Sankt Knuds Kloster og deraf fik navnet Nundeborrig, dvs. nonneborg.	1832	1832	16	Levnedsbog	61	2	v16:61 (1832); v16:104 (1832)	high	in-register+head-noun+located+place-type	place-000005
over Nestved til Slagelse	over Nestved til Slagelse	H.C. Andersen ankom til Næstved 3. juli 1829 og til Slagelse dagen efter.	1832	1832	16	Levnedsbog	154	1	v16:154 (1832)	medium	located	
Paris	Paris	H.C. Andersen opholdt sig her 10. maj-15. august.	1846	1846	16	Mit eget Eventyr uden Digtning	231	1	v16:231 (1846)	high	in-register	geo-2988507
Pastor Bastholms Bibliothek	Pastor Bastholms Bibliothek	sognepræst ved St. Peders kirke, Hans Bastholm, var en stor bogsamler; han solgte sit bibliotek med over 5.000 bind til Sorø Akademi i 1847.	1846	1846	16	Mit eget Eventyr uden Digtning	211	1	v16:211 (1846)	medium	located+place-type	
Peblingesøen	Peblingesøen	sø i København, der blev dannet i middelalderen for at sikre vandstanden i voldgravene.	1832	1832	16	Levnedsbog	93	1	v16:93 (1832)	high	head-noun+located+place-type	
Pompeji	Pompeji	den romerske by syd for Napoli, der blev ødelagt og begravet i aske ved Vesuvs udbrud 79. e.Kr.	1846	1846	16	Mit eget Eventyr uden Digtning	213	1	v16:213 (1846)	high	head-noun+located+place-type	
Prokres-Osten	Prokres-Osten	Anton (Freiherr) Prokesch von Osten, østrigsk gesandt i Athen 1834-1849.	1846	1846	16	Mit eget Eventyr uden Digtning	258	1	v16:258 (1846)	medium	located	
Riborg	de fortræffelige Børn	Riborg, Frederikke, Christian, Johan Peter og Laura Voigt.	1832	1832	16	Levnedsbog	161	1	v16:161 (1832)	high	head-noun+place-type	
Riborg Voigt	Den ældste Datter	Riborg Voigt, der var et år yngre end H.C. Andersen.	1832	1832	16	Levnedsbog	163	1	v16:163 (1832)	high	head-noun+place-type	
Rudera	(Kjælder-)Rudera	ruiner, rester.	1846	1846	16	Mit eget Eventyr uden Digtning	213	1	v16:213 (1846)	high	head-noun+place-type	
Sagnet	Sagnet	ifølge overleveringen var Hellig Anders præst ved Sankt Peders Kirke i Slagelse omkring 1200. Anders var draget på pilgrimsfærd til Jerusalem, men da hans rejsekammerater glemte ham ved hjemrejsen, faldt han i en dyb søvn. I drømme så han en rytter, der bad ham sidde op, og da han vågnede senere samme dag befandt han sig på Hvilehøj ved Slagelse. Først lang tid senere ankom hans rejsekammerater. Senere udgaver af historien fortæller, at Anders også nåede til Spanien og Norge. Historien om Anders kan spore tilbage til augustinermunken Thomas fra Cantimpré. Jf. også Thiele 1, 1, s. 74 f.	1832	1832	16	Levnedsbog	106	1	v16:106 (1832)	medium	located+place-type	
Sangerfesten paa Vartburg	Sangerfesten paa Vartburg	en digterkappestrid, der ifølge sagnet fandt sted på Wartburg Slot i Tyskland 1207.	1846	1846	16	Mit eget Eventyr uden Digtning	285	1	v16:285 (1846)	medium	located+place-type	
Slottet	Slottet	Odense Slot. Bygget på resterne af Sankt Hans Kloster. I 1575 påbegyndte Frederik 2. en omfattende ombygning med henblik på at omdanne klostret til kongsgård. I 1720 indledte Frederik 4. en udbygning af stedet og omdøbte det til Odense Slot. I 1860 blev der indrettet museum i slottet, og i 1907 blev det overtaget af Odense Kommune. ¶ Frederiksborg Slot. Opført 1602-1625 til Christian 4.	1832	1832	16	Levnedsbog	69	2	v16:69 (1832); v16:128 (1832)	high	head-noun+place-type	
St Knuds Kirkegaard	St Knuds Kirkegaard	kirkegård ved Odense domkirke, Sankt Knuds Kirke.	1832	1832	16	Levnedsbog	61	1	v16:61 (1832)	medium	located+place-type	
St Knuds Kirketaarn	St Knuds Kirketaarn	tårnet på Odense domkirke, Sankt Knuds Kirke.	1832	1832	16	Levnedsbog	104	1	v16:104 (1832)	high	head-noun+located+place-type	
St Luzia	St Luzia	gade i Napoli; H.C. Andersen boede i nr. 28.	1846	1846	16	Mit eget Eventyr uden Digtning	323	1	v16:323 (1846)	high	head-noun+located+place-type	
Stifts-Provsten	Stifts-Provsten	Stephan Tetens var fra 1811-1819 sognepræst ved St. Knuds Kirke i Odense samt stiftsprovst for Fyn.	1846	1846	16	Mit eget Eventyr uden Digtning	192	1	v16:192 (1846)	medium	located+place-type	
Søe	Søe	hav.	1846	1846	16	Mit eget Eventyr uden Digtning	193	1	v16:193 (1846)	high	head-noun+place-type	
Søen … Søemandskunsten	Søen … Søemandskunsten	ifølge traditionen skal Christian 4. som dreng have lært at sejle på Skanderborg Sø i et specialbygget skib. Informationen kendes dog kun fra én samtidig kilde, hofprædikant Laurits Jacobsens ligprædiken over Christian 4., og det er usikkert, om den er sand.	1832	1832	16	Levnedsbog	160	1	v16:160 (1832)	medium	located+place-type	
Thorwaldsen … Nysøe	Thorwaldsen … Nysøe	hovedgård 1 km sydvest for Præstø, hvor Thorvaldsen havde et lille atelier.	1846	1846	16	Mit eget Eventyr uden Digtning	263	1	v16:263 (1846)	high	head-noun+located+place-type	
Tolderlund	Tolderlund	landstedet Marieshøj (Tolderlund) ved kanalen nord for Odense. Tolderlund betegnede tidligere et større landområde, der 13. december 1564 blev skænket Oluf Bager af Frederik 2. Efter Oluf Bagers død 1602 solgtes hans landområder, og den sidste, der ejede det oprindelige Tolderlund udelt, var forfatteren Elias Naur. Siden opsplittedes ejendommen og solgtes stykvist. Landstedet Marieshøj opførtes 1786 (ombygget 1802-1803) på disse jorder.	1832	1832	16	Levnedsbog	115	2	v16:115 (1832); v16:160 (1832)	medium	located+place-type	
Trolhättacanalen	Trolhättacanalen	kanal med et omfattende slusesystem, som gør Götaelven farbar mellem Kattegat og søen Vänern i Sverige. Åbnet 1800.	1846	1846	16	Mit eget Eventyr uden Digtning	271	1	v16:271 (1846)	high	head-noun+place-type	
Via Toledo	Toledogaden	Via Toledo, hovedgade i Napoli, dengang berygtet for sin prostitution.	1846	1846	16	Mit eget Eventyr uden Digtning	324	1	v16:324 (1846)	medium	located+place-type	
Wedels Troup	Wedels Troup	baron Frederik Christian Wedel Jarlsberg, som havde sit eget private teater i Næstved, havde i 1804 opnået tilladelse til at turnere med sin teatertrup bestående af omkring 15 personer. Han udså sig Odense Teater, der siden 1802 havde været uden en tilknyttet trup, og i december 1804 indtog hans trup scenen. Året efter købte Wedel Odense Teater, men allerede i 1806 forlod han igen byen.	1832	1832	16	Levnedsbog	72	1	v16:72 (1832)	medium	located	
Øen i Sydhavet	Øen i Sydhavet	Adam Oehlenschläger Øen i Sydhavet. Roman, 1824-1825.	1832	1832	16	Levnedsbog	138	1	v16:138 (1832)	medium	located+place-type	
