place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Baalbek	Baalbek	by i Libanon, der var centrum for Baalkulten, fik navnet Heliopolis (solens by) under grækernes herredømme. Blev i 100-tallet e.Kr. romersk koloni; romerne byggede flere templer, hvoraf det største var for Jupiter.	1842	1842	14	En Digters Bazar	463	1	v14:463 (1842)	high	head-noun+located+place-type	
Babeltaarn	Babeltaarn(e)	tårn i Babylon, der skulle nå helt op til himlen. Ifølge 1. Mosebog 11,1-9 havde indbyggerne i Babylon oprindelig kun et sprog, men da Gud så, at de magtede at bygge et tårn, der rakte til himlen, spredte han det babylonske folk og gav dem forskellige sprog, så de ikke kunne fungere som ét folk.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	87	1	v14:87 (1831)	high	head-noun+located+place-type	
Bad Berneck	Bernech	Bad Berneck, by mellem Münchberg og Bayreuth; se kort.	1842	1842	14	En Digters Bazar	238	1	v14:238 (1842)	high	se-kort+located+place-type	
Baikos	Baikos	by på Bosporusstrædets østbred, ca. 40 km nord for Istanbul; se kort.	1842	1842	14	En Digters Bazar	493	1	v14:493 (1842)	high	se-kort+head-noun+located+place-type	
Bajæ	Bajæ	kystby syd for Napoli.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	198	1	v14:198 (1835)	high	head-noun+located+place-type	
Balkanbjergene	Balkanbjergene	bjergkæde, der strækker sig fra Bulgariens nordvestlige hjørne til Sortehavet.	1842	1842	14	En Digters Bazar	515	1	v14:515 (1842)	high	head-noun+located+place-type	
Basiasch	Basiasch	Bazias med græsk kloster; se kort.	1842	1842	14	En Digters Bazar	542	1	v14:542 (1842)	high	se-kort	
Bastei	Bastei	bjergmassiv i Sachsiske Schweiz; se kort.	1842	1842	14	En Digters Bazar	576	1	v14:576 (1842)	high	in-register+se-kort+located	geo-2952248
Bebek	Bebek	se kort.	1842	1842	14	En Digters Bazar	492	1	v14:492 (1842)	high	in-register+se-kort	geo-750864
Belgrads Fæstning	Belgrads Fæstning	den første fæstning ved Beograd blev bygget af kelterne i 200-tallet; ødelagt og genopbygget utallige gange frem til slutningen af 1700-tallet.	1842	1842	14	En Digters Bazar	544	1	v14:544 (1842)	high	head-noun+located+place-type	
Blankenburg	Blankenburg	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	116	1	v14:116 (1831)	high	in-register+se-kort	geo-2948071
Blankenese	Blankenese	den gang lille skipper- og fiskerby ved Elben ca. 7 km fra Altona.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	78	1	v14:78 (1831)	medium	located+place-type	
Blegdam	Blegdam(men)	plads, hvor tøjet lægges til blegning i solen.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	53	1	v14:53 (1829)	high	head-noun+place-type	
Bologna	Bologna	se kort.	1842	1842	14	En Digters Bazar	265	1	v14:265 (1842)	high	in-register+se-kort	geo-3181928
Bosporus	Bosporus	stræde, der deler Istanbul i en europæisk og en asiatisk del og forbinder Marmarahavet med Sortehavet; se kort.	1842	1842	14	En Digters Bazar	454	1	v14:454 (1842)	high	in-register+se-kort+head-noun+place-type	geo-745043
Bozen	Botzen	Bozen, nuværende Bolzano i italienske Sydtyrol; se kort.	1842	1842	14	En Digters Bazar	257	1	v14:257 (1842)	high	se-kort	
Braunschweig	Braunschweig(s)	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	86	1	v14:86 (1831)	high	in-register+se-kort	geo-2945024
Braunschweig … Magdeburg	Braunschweig … Magdeburg	se kort.	1842	1842	14	En Digters Bazar	232	1	v14:232 (1842)	high	se-kort	
Breitenburg	Breitenburg	slot ca. 3 km sydøst for Itzehoe (se kort), grundlagt i begyndelsen af 1500-tallet som hovedsæde for adelsfamilien Rantzau.	1842	1842	14	En Digters Bazar	221	1	v14:221 (1842)	high	in-register+se-kort+head-noun+located+place-type	geo-2944627
Bremen	Bremen	se kort.	1842	1842	14	En Digters Bazar	230	1	v14:230 (1842)	high	se-kort	
Brenner	Brenner	Brennerpasset mellem Østrig og Italien; se kort.	1842	1842	14	En Digters Bazar	255	1	v14:255 (1842)	high	se-kort	
Brocken	Brocken	Bloksbjerg. Det højeste bjerg i Harzen på 1142 m, hvor heksene ifølge folketroen samlede sig.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	88	1	v14:88 (1831)	high	in-register+head-noun+located+place-type	geo-2943991
Bukarest	Buccharest	Bukarest, Rumæniens hovedstad; se kort.	1842	1842	14	En Digters Bazar	510	1	v14:510 (1842)	high	se-kort	
Bulgariet og Rumelien	Bulgariet og Rumelien	landskaber nord for Balkan, mellem Albanien og Sortehavet; de nuværende statsgrænser forløber anderledes end på H.C. Andersens tid.	1842	1842	14	En Digters Bazar	502	1	v14:502 (1842)	medium	located+place-type	
Byens Hede	Byens Hede	bymark vest for Odense.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	55	1	v14:55 (1829)	medium	located	
Büjükdere	Bujukdere	Büjükdere, by på Bosporusstrædets vestbred, ca. 35 km nord for Istanbul; se kort.	1842	1842	14	En Digters Bazar	485	1	v14:485 (1842)	high	se-kort+located+place-type	
Calabrien	Calabrien	halvø og den sydligste region på Italiens fastland.	1842	1842	14	En Digters Bazar	356	1	v14:356 (1842)	high	head-noun+located+place-type	
Campagnien	Campagnien	den store slette omkring Rom.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	200	1	v14:200 (1835)	high	head-noun+located+place-type	
Cap Colonne	Cap Colonne	se kort.	1842	1842	14	En Digters Bazar	432	1	v14:432 (1842)	high	se-kort	
Cap Matapan	Cap Matapan(s)	ældre navn for Tainaron (Tenaro); se kort.	1842	1842	14	En Digters Bazar	376	1	v14:376 (1842)	high	se-kort	
Cap Mysenum	Cap Mysenum	halvø nordvest for Napoli; se kort.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	199	1	v14:199 (1835)	high	se-kort+head-noun+located+place-type	
Capuziner-Klostret	Capuziner-Klostret	kirken Santa Maria della Concezione blev bygget 1626-1631 sammen med et cappuccinerkloster, der dog senere blev nedrevet ved etableringen af Via Veneto. Krypten er berømt for at være udsmykket med knogler, jf. s. 142-143.	1842	1842	14	En Digters Bazar	298	1	v14:298 (1842)	high	head-noun+place-type	
carrarisk	carrarisk	fra marmorbruddene i Carrara; se kort.	1842	1842	14	En Digters Bazar	364	1	v14:364 (1842)	high	se-kort	
Cascader	Cascader	vandfald.	1842	1842	14	En Digters Bazar	320	1	v14:320 (1842)	high	head-noun+place-type	
Castel Sant’Elmo	St. Elmo	Castel Sant’Elmo, fæstning på Napolis højeste punkt, bygget 1329 og ombygget i slutningen af 1500-tallet.	1842	1842	14	En Digters Bazar	344	1	v14:344 (1842)	medium	located+place-type	geo-3167334
Castelfiorentino	Castellone	Castelfiorentino; se kort.	1842	1842	14	En Digters Bazar	285	1	v14:285 (1842)	high	se-kort	geo-3179696
Cecrops	Cecrops	if. myten er Kekrops Athens første konge, som byggede den første borg på Akropolis. Ofte fremstilles han som født af jorden. Dyrkedes som hero.	1842	1842	14	En Digters Bazar	389	1	v14:389 (1842)	medium	located+place-type	
Cerigo	Cerigo	ældre navn for Kithira; se kort.	1842	1842	14	En Digters Bazar	376	1	v14:376 (1842)	high	se-kort	
Chios	Chios	se kort. Homer levede if. en tradition på øen. ¶ se kort.	1842	1842	14	En Digters Bazar	387	2	v14:387 (1842); v14:463 (1842)	high	se-kort+place-type	
Christiansdals Skov	Christiansdals Skov	tilhørte hovedgården af samme navn i Dalum sogn.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	55	1	v14:55 (1829)	medium	located+place-type	
Cicero … Mola di Gaeta	Cicero … Mola di Gaeta	i Mola di Gaeta, nuværende Formia (se kort), findes resterne af en villa, der har tilhørt den romerske politiker, advokat og forfatter Marcus Tullius Cicero (106-43 f.Kr.). Cicero blev likvideret i nærheden af byen.	1842	1842	14	En Digters Bazar	340	1	v14:340 (1842)	high	se-kort	
Circes Klippeø	Circes Klippeø	klippeudspringet Monte Circeo (se kort) ligger isoleret, men er ikke en ø. Den er traditionelt blevet knyttet til det græske sagn om troldkvinden Kirke, der holdt Odysseus tryllebundet på sin ø og forvandlede nogle af hans mænd til svin (10. sang af Homers Odysseen, ca. 700 f.Kr.).	1842	1842	14	En Digters Bazar	338	1	v14:338 (1842)	high	se-kort+place-type	
Cisterna	Cisterna	se kort.	1842	1842	14	En Digters Bazar	338	1	v14:338 (1842)	high	se-kort	
Citta vecchia	Citta vecchia	(italiensk) gamle by; tilnavn til Mdina ca. 15 km vest for Valletta. Byen var Maltas hovedstad indtil midten af 1500-tallet, jf. s. 240.	1842	1842	14	En Digters Bazar	365	1	v14:365 (1842)	high	head-noun+located+place-type	
Civita Castellana	Civitta Castellane	Civita Castellana; se kort.	1842	1842	14	En Digters Bazar	291	1	v14:291 (1842)	high	se-kort	geo-3178595
Colosseum	Colosseum	amfiteater bygget 72-80 e.Kr.	1842	1842	14	En Digters Bazar	331	1	v14:331 (1842)	high	in-register	geo-6269248
Constantinopel	Constantinopel	nu Istanbul; se kort.	1842	1842	14	En Digters Bazar	436	1	v14:436 (1842)	high	se-kort	
Corfu	Corfu	se kort.	1842	1842	14	En Digters Bazar	351	1	v14:351 (1842)	high	se-kort	
Cycladerne	Cycladerne	Kykladerne (Kiklades); se kort.	1842	1842	14	En Digters Bazar	376	1	v14:376 (1842)	high	se-kort	
Czerna-Woda	Czerna-Woda	Cernavoda˘; se kort.	1842	1842	14	En Digters Bazar	501	1	v14:501 (1842)	high	se-kort	
Dalj	Dalja	Dalj; se kort.	1842	1842	14	En Digters Bazar	550	1	v14:550 (1842)	high	se-kort	geo-3202215
Dardanelbyerne	Dardanelbyerne	byer langs Dardanellerne, det smalle stræde, der deler Tyrkiet i en europæisk og en asiatisk del og forbinder det Ægæiske Hav og Marmarahavet.	1842	1842	14	En Digters Bazar	351	1	v14:351 (1842)	high	head-noun+place-type	
Dardanellerne og Marmorhavet	Dardanellerne og Marmorhavet	Dardanellerne er et smalt stræde, der deler Tyrkiet i en europæisk og en asiatisk del og forbinder det Ægæiske Hav og Marmarahavet, det tyrkiske indhav mellem Lilleasien og Balkanhalvøen; se kort.	1842	1842	14	En Digters Bazar	448	1	v14:448 (1842)	high	se-kort+place-type	
Darius … Scytherne	Darius … Scytherne	kilden er Herodots (o. 480-420 f.Kr.) historie om perserkrigene (ca. 550-479 f.Kr.).	1842	1842	14	En Digters Bazar	492	1	v14:492 (1842)	high	head-noun+place-type	
das Felsenschloss	das Felsenschloss	(tysk) klippeslottet. Der er tale om ruinerne af fæstningen Felsenburg Neurathen, sandsynligvis bygget i den sene middelalder.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	155	1	v14:155 (1831)	high	head-noun+place-type	
Das grüne Gewölb	Das grüne Gewölb	Das grüne Gewölbe, (tysk) den grønne hvælving; det barokke kunstkammer i Residenzschloß Dresden blev opført og indrettet for Frederik August 1. den Stærke (1670-1733), kurfyrste af Sachsen 1694-1733, konge af Polen 1697-1706 og 1709-1733 som August 2. Mocny, af arkitekten Matthäus Daniel Pöppelmann (1662-1737).	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	147	1	v14:147 (1831)	high	in-register	place-000035
de dreiende Derwischers-Kloster	de dreiende Derwischers-Kloster	Galata Tekke el. Mevlevihan, mawlawiernes ældste kloster i Istanbul, grundlagt 1491, men genopbygget efter en brand 1766, nu Divan Litteraturmuseet. Den muslimske mystiske Mawlawiyya-sufiorden er indstiftet i 1200-tallet og blev kendt som de dansende dervisher pga. den særlige drejende dans, hvormed de søger religiøs fordybelse.	1842	1842	14	En Digters Bazar	456	1	v14:456 (1842)	medium	located+place-type	
Delfí	Delphi	Delfí; det antikke Delfi var sædet for en Apollon-helligdom, hvortil der var knyttet et orakel, der fungerede som medium for guden. Oraklet eksisterede fra 700-tallet f.Kr. til det blev nedlagt ca. 385 e.Kr. af den kristne kejser Theodosius (347-395, kejser fra 379); se kort.	1842	1842	14	En Digters Bazar	395	1	v14:395 (1842)	high	in-register+se-kort	
den blaa Grotte	den blaa Grotte	Grotta azzurra, vandfyldt grotte på nordvestsiden af Capri (se kort), hvis åbning blot er en meter over overfladen. Lyset filtreres gennem vandet og skaber den blå farve i grotten.	1842	1842	14	En Digters Bazar	343	1	v14:343 (1842)	high	se-kort	
der Kaiser von Rusland	der Kaiser von Rusland	(tysk) Ruslands kejser.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	172	1	v14:172 (1831)	high	in-register	place-000046
der Ochsenkopf	der Ochsenkopf	det næsthøjeste bjerg (1024 m) i Fichtelgebirge mellem Hof og Bayreuth; se kort.	1842	1842	14	En Digters Bazar	238	1	v14:238 (1842)	high	se-kort+head-noun+located+place-type	
Det Adelige Jomfrukloster	Frøkenklosteret … Karen Brahe	Det Adelige Jomfrukloster, opført 1504-1508 som bispegård, 1717 oprettet som adeligt jomfrukloster på initiativ af den lærde, velhavende adelige Karen Brahe (1657-1736); udover at skænke indtægterne fra sine godser til jomfruklosteret oprettede hun et stort bibliotek.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	53	1	v14:53 (1829)	high	head-noun+place-type	
Drencova	Drencova	knap 5 km øst for Berzasca, opstået i 1836 i forbindelse med dampskibsfarten; se kort.	1842	1842	14	En Digters Bazar	523	1	v14:523 (1842)	high	in-register+se-kort	geo-678841
Dresden	Dresden	se kort; rummer blandt andet bydelene Neustadt og Altstadt. ¶ se kort.	1831	1831 1842	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	142	3	v14:142 (1831); v14:214 (1842); v14:576 (1842)	high	in-register+se-kort	geo-2935022
Edirne	Adrianopel	Edirne, tyrkisk by nær den bulgarske grænse; se kort.	1842	1842	14	En Digters Bazar	486	1	v14:486 (1842)	high	se-kort+place-type	
eet af … Billeder	eet af … Billeder	Palazzo Barberini bygget til Maffeo Barberini (1568-1644, fra 1623 pave Urban 8.) af arkitekterne Carlo Moderno (1556-1629), Gian Lorenzo Bernini og Francesco Borromini (1599-1667). Paladset huser det nationale galleri for ældre kunst, Galleria Nazionale d’Arte Antica.	1842	1842	14	En Digters Bazar	298	1	v14:298 (1842)	medium	located	
Ehrenbreitstein	Ehrenbreitstein	tysk fæstning ved Rhinen over for Koblenz; se kort. Det oprindelige slot fra 1000-tallet blev genopbygget i 1816-1832 til en af Europas stærkeste fæstninger.	1842	1842	14	En Digters Bazar	548	1	v14:548 (1842)	high	se-kort+located+place-type	
Eisleben	Eisleben	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	128	1	v14:128 (1831)	high	se-kort	
Elben	Elben	1165 km lang flod. Udspringer i Riesengebirge i Tjekkiet og løber ud i Nordsøen nordvest for Hamburg; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	140	1	v14:140 (1831)	high	in-register+se-kort+place-type	geo-6553378
Elbingerode	Elbingerode	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	112	1	v14:112 (1831)	high	in-register+se-kort	geo-2931245
Elefsina	Eleusis	Elefsina, i oldtiden helligsted, centrum for de eleusinske mysterier (dyrkelsen af kornets gudinde Demeter), der gik tilbage til o.1500 f.Kr. og først blev nedlagt af den romerske kejser Theodosius 1. den Store (347-395, kejser fra 379) ca. 392 e.Kr.; se kort.	1842	1842	14	En Digters Bazar	399	1	v14:399 (1842)	high	se-kort	
en By	en By	Ermoupoli (Ermupoli); se kort.	1842	1842	14	En Digters Bazar	378	1	v14:378 (1842)	high	se-kort	
en græsk Kirke	en græsk Kirke	domkirken Mitrópolis opført 1842-1862.	1842	1842	14	En Digters Bazar	386	1	v14:386 (1842)	high	head-noun+place-type	
En Kirke … Piazza navona	En Kirke … Piazza navona	kirken på Piazza Navona er Sant’ Agnese in Agone, der formodentlig er bygget i 700-tallet og ombygget i 1672.	1842	1842	14	En Digters Bazar	318	1	v14:318 (1842)	high	head-noun+located+place-type	
Erzgebirge	Erzgebirge	bjergkæde på grænsen mellem Tyskland og Tjekkiet.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	155	1	v14:155 (1831)	high	head-noun+located+place-type	
Etna	Ætna	Etna, vulkan på Sicilien; se kort.	1842	1842	14	En Digters Bazar	228	1	v14:228 (1842)	high	se-kort	
Euphrat	Euphrat	flod i det nuværende Irak, som det vidtstrakte osmanniske rige også omfattede.	1842	1842	14	En Digters Bazar	482	1	v14:482 (1842)	high	head-noun+place-type	
Evia	Euboea(s)	Evia, se note til s. 311.	1842	1842	14	En Digters Bazar	421	1	v14:421 (1842)	high	in-register	
Evrotas	Eurotas	Evrotas, flod; se kort; også navnet på Lakedaimons forgænger.	1842	1842	14	En Digters Bazar	376	1	v14:376 (1842)	high	se-kort	
Fallerslebertor	Falleberthor	Fallerslebertor, byport (nu nedlagt) og bro over Okerfloden i Braunschweig.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	92	1	v14:92 (1831)	high	in-register+place-type	
Flodnymphen Donau og Flodguden Main	Flodnymphen Donau og Flodguden Main	kanalen blev indviet 1846 i Erlangen (se kort) foran dette monument, der forestiller de personificerede floder, der rækker hinanden hånden. Det er tegnet af Klenze og udført af Schwanthaler.	1842	1842	14	En Digters Bazar	246	1	v14:246 (1842)	high	se-kort+head-noun+located+place-type	
Florentin	Florentin	se kort.	1842	1842	14	En Digters Bazar	519	1	v14:519 (1842)	high	in-register+se-kort	geo-731593
Fokaia	ny Phocea	Fokaia; se kort; jonisk (oldgræsk folk i centrale Lilleasien, nuværende Tyrkiet) bystat, hvis indbyggere bl.a. skabte kolonien Massalia (senere Marseille) ca. 600 f.Kr.	1842	1842	14	En Digters Bazar	444	1	v14:444 (1842)	high	se-kort	
Fondi	Fondi	se kort.	1842	1842	14	En Digters Bazar	340	1	v14:340 (1842)	high	in-register+se-kort	geo-3176843
forhen stod	forhen stod	Gråbrødre Kirke blev nedrevet 1817-1819.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	58	1	v14:58 (1829)	high	head-noun+place-type	
Forli	Forli	se kort.	1842	1842	14	En Digters Bazar	293	1	v14:293 (1842)	high	se-kort	
Forum	Forum	torv, her måske: mødeplads. ¶ (latin) torv, forsamlingsplads.	1842	1842	14	En Digters Bazar	285	2	v14:285 (1842); v14:520 (1842)	high	head-noun+place-type	
franske Academie	franske Academie	siden 1803 havde det franske akademi i Rom til huse i Villa Medici, et palads, der blev bygget ca. 1450 og senere købt af Medicifamilien.	1842	1842	14	En Digters Bazar	297	1	v14:297 (1842)	medium	located+place-type	
Fredensborg	Fredensborg	kongeligt residensslot opført af Frederik 4. (1671-1736, konge fra 1699) i 1720-1726 og udbygget i flere omgange frem til 1770’erne.	1826	1826	14	Nyeste Skilderie af Kjøbenhavn	48	1	v14:48 (1826)	high	in-register+place-type	geo-2621956
Frederiksborg	Frederiksborg	slot ved Hillerød i Nordsjælland. Dets ældste del er opført i 1560 af Frederik 2. (1534-1588, konge fra 1559), men hovedparten er bygget 1600-1620 under Christian 4 (1577-1648, konge fra 1588).	1826	1826	14	Nyeste Skilderie af Kjøbenhavn	48	1	v14:48 (1826)	high	head-noun+located+place-type	
Fæstningen	Fæstningen	fæstningen på Ada Kaleh blev bygget af østrigerne i slutningen af 1600-tallet, men var på tyrkiske hænder 1738-1878.	1842	1842	14	En Digters Bazar	526	1	v14:526 (1842)	high	head-noun+located+place-type	
Földvár og Erscény	Földvár og Erscény	Dunaföldvár og Ercsi; se kort.	1842	1842	14	En Digters Bazar	550	1	v14:550 (1842)	high	se-kort	
Fündüklu	Fündüklu	eller Fundukli, forstad ca. 4 km nordøst for Pera.	1842	1842	14	En Digters Bazar	490	1	v14:490 (1842)	medium	located+place-type	
Gailingen	Gailingen	by ca. 8 km øst for Schaffhausen; se kort.	1842	1842	14	En Digters Bazar	240	1	v14:240 (1842)	high	se-kort+head-noun+located+place-type	
Galata	Galata	bydel på højre side af det Gyldne Horn.	1842	1842	14	En Digters Bazar	455	1	v14:455 (1842)	high	in-register+head-noun+place-type	geo-747059
Galati	Galatz	Galati, østrumænsk havneby på Donaus nord-‚ bred; se kort.	1842	1842	14	En Digters Bazar	485	1	v14:485 (1842)	high	se-kort+located+place-type	
Galipoli	Galipoli	Gallipoli (tyrkisk Gelibolu), se kort.	1842	1842	14	En Digters Bazar	451	1	v14:451 (1842)	high	se-kort	
Genzano di Roma	Genzano	Genzano di Roma, godt 2 km sydøst for Ariccia; se kort.	1842	1842	14	En Digters Bazar	338	1	v14:338 (1842)	high	se-kort	geo-3176203
Gernrode	Gernrode	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	123	1	v14:123 (1831)	high	in-register+se-kort	geo-2920999
Giardino di Boboli	Hertugens Slotshave	Giardino di Boboli, haveanlæg ved Palazzo Pitti.	1842	1842	14	En Digters Bazar	271	1	v14:271 (1842)	medium	located	
Gifhorn	Gifhorn	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	88	1	v14:88 (1831)	high	in-register+se-kort	geo-2920478
Giurgiu	Giurgevo	Giurgiu; se kort.	1842	1842	14	En Digters Bazar	512	1	v14:512 (1842)	high	se-kort	geo-677106
give din Krone til München	give din Krone til München	i årene 1806-1818 blev den frie rigsstad Nürnberg indlemmet i Bayern og dermed underlagt hovedstaden München; se kort.	1842	1842	14	En Digters Bazar	238	1	v14:238 (1842)	high	se-kort	
Gobulaza	Gobulaza	Golubacz (se kort), fæstning, hvis ældste dele går tilbage til romertiden, jf. Müller bd. 2, s. 186f.	1842	1842	14	En Digters Bazar	542	1	v14:542 (1842)	high	se-kort+place-type	
Golfo di Catania	Catania-Bugten	Golfo di Catania, ud for byen Catania; se kort.	1842	1842	14	En Digters Bazar	358	1	v14:358 (1842)	high	se-kort	
grelle Billeder	grelle Billeder	kirken blev i slutningen af 1500-tallet udsmykket med fresker med martyrers lidelser af Niccol  Ciragnani Pomarancio (1500-tallet) og Antonio Tempesta (1555-1630).	1842	1842	14	En Digters Bazar	315	1	v14:315 (1842)	high	head-noun+place-type	
Grotterne	Grotterne	under vandfaldet er to grotter, Grotta di Nettuno og Grotta delle Sirene.	1842	1842	14	En Digters Bazar	321	1	v14:321 (1842)	high	in-register	place-000073
