place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Christian Wulff	Christian Wulff … Feber	Christian Wulff, bror til Henriette Wulff, H.C. Andersens nære veninde, var han på rejse i USA, da han døde i Beaufort, North Carolina, hvor han ligger begravet.			8	† Christian Wulff	294	1	v8:294 ()	medium	located	
Corselitze	Corselitze	herregård på Falsters østkyst.			8	Af Samlede Skrifter	509	1	v8:509 ()	high	head-noun+located+place-type	
Dannevirke	Dannevirke | Danevirke	fæstningsanlæg i Slesvig, hvis ældste dele stammer fra 650; udbygget i flere omgange. Det mistede sin militære betydning i 1300-tallet, men blev et nationalt symbol under Treårskrigen, 1848-1850. ¶ fæstningsanlæg i Slesvig, hvis ældste dele stammer fra 650; udbygget i flere omgange. Det mistede sin militære betydning i 1300-tallet, men blev et nationalt symbol under Treårskrigen. ¶ Dannevirke; fæstningsanlæg i Slesvig, hvis ældste dele stammer fra 650; udbygget i flere omgange. Det mistede sin militære betydning i 1300-tallet, men blev et nationalt symbol under Treårskrigen, 1848-1850. En del af Dannevirke blev befæstet i 1864, men 5. februar blev stillingen opgivet.			8	Sang i Anledning af Hs. Majestæt Kongens allerhøieste Nærværelse i det kongelige Theater, den 24de Marts 1858	303	6	v8:303 (); v8:324 (); v8:348 (); v8:358 (); v8:368 (); v8:435 ()	medium	located	
den gamle Gaard	den gamle Gaard | Den gamle Gaard	Jonas Collins bindingsværksbygning i Bredgade 4 i København, hvor familien Collin boede fra 1802 til 1838, og hvor Ingeborg således voksede op, skulle øjensynligt tidligere have været en spansk ministers landsted. ¶ Jonas Collins bindingsværksbygning i Bredgade 4 i København, hvor familien Collin boede fra 1802 til 1838.			8	(untitled)	183	2	v8:183 (); v8:220 ()	medium	located+place-type	
Den nye Gaard	Den nye Gaard	Amaliegade 9 i København, hvor familien flyttede til fra Bredgade.			8	(untitled)	220	1	v8:220 ()	high	head-noun+place-type	
Dom	Dom	domkirke.			8	Af	263	1	v8:263 ()	high	head-noun+place-type	
Donaus Keiserborg … Hjemmets Lande	Donaus Keiserborg … Hjemmets Lande	slottet Hofburg i Wien, hvor næsten alle europæiske fyrster, herunder Frederik 6., opholdt sig under Wienerkongressen fra 16. september 1814 til 10. juni 1815, med det formål at ordne de territoriale forhold efter Napoleons 1.s fald.			8	(untitled)	16	1	v8:16 ()	high	head-noun+place-type	
Egede	Egede	den norske præst Hans Egede blev på sin 16 år lange mission til Grønland 1721 fulgt af sin hustru, der døde 1735, kort før Egede i 1736 vendte tilbage.			8	(untitled)	310	1	v8:310 ()	medium	located	
Ems	Ems	kurbyen Bad Ems nær ved Koblenz.			8	(untitled)	184	1	v8:184 ()	high	head-noun+place-type	
Erindrer De	Erindrer De	»Erindrer De? Det var i Kongens Have«, sang fra J.L. Heibergs vaudeville Nei, 1836, med melodi af H. Rung.			8	(untitled)	183	1	v8:183 ()	medium	located	
Et herligt Slot	Et herligt Slot	Frederiksborg Slot i Nordsjælland, påbegyndt under Frederik 2. i 1560, men størstedelen af slottet blev opført under Christian 4. fra starten af 1600-tallet, på samme sted i slotssøen, hvor den middelalderlige herregård Hillerødsholm tidligere havde ligget.			8	(untitled)	323	1	v8:323 ()	high	head-noun+located+place-type	
Flugten satte … Thorvaldsen’s Konstværker	Flugten satte … Thorvaldsen’s Konstværker	Bellona havde i 1835 været på togt til Middelhavet og bl.a. hjembragt en række af Thorvaldsens værker; dog er der ikke, som H.C. Andersens anfører, tale om »den første Ladning« af Thorvaldsens værker, flådens skibe havde allerede siden 1825 bragt flere af Thorvaldsens værker til København.			8	(untitled)	29	1	v8:29 ()	medium	located+place-type	
Fredensborg	Fredensborg	Fredensborg Slot eller by.			8	(untitled)	453	1	v8:453 ()	high	in-register+head-noun+place-type	geo-2621956
gamle Gaard	gamle Gaard	Jonas Collins gård (bindingsværksbygning) i Bredgade 4 i København, hvor familien Collin boede fra 1802 til 1838, og hvor Louise Collin således voksede op.			8	(untitled)	35	1	v8:35 ()	medium	located+place-type	
Garnisons-Kirken	Garnisons-Kirken	på Sankt Annæ Plads i København, færdigopført 1706.			8	(untitled)	452	1	v8:452 ()	medium	located+place-type	
Garnisonspladsen	Garnisonspladsen	Sankt Annæ Plads i København.			8	Af Samlede Skrifter	534	1	v8:534 ()	medium	located+place-type	
Genil	Xenils	Genil, Jenil; flod (og dal, Valle del Genil) i udkanten af Sierra Nevada ved Granada.			8	Digte fra Spanien	342	1	v8:342 ()	high	head-noun+place-type	
Gisselfeld	Gisselfeldt	Gisselfeld; herregård ved Haslev på Sjælland.			8	(untitled)	31	1	v8:31 ()	high	head-noun+located+place-type	
Gurre	Gurre	kongeligt jagtslot ved Gurre Sø i Nordsjælland.			8	(untitled)	44	1	v8:44 ()	medium	located+place-type	
hans Huus … spansk	hans Huus … spansk	Jonas Collins bindingsværksbygning i Bredgade 4 i København, hvor familien Collin boede fra 1802 til 1838, skulle øjensynligt tidligere have været en spansk ministers landsted.			8	(untitled)	143	1	v8:143 ()	medium	located+place-type	
Haven	Haven(s)	Frederiksberg Have ved Frederiksberg Slot.			8	(untitled)	55	1	v8:55 ()	medium	located+place-type	
Hekla	Hekla(s)	vulkan på Sydisland.			8	(untitled)	53	1	v8:53 ()	high	head-noun+located+place-type	
Henry Wynns Landsted	Henry Wynns Landsted	måske Bernstorff Slot, nord for København, som i en del af Frederiks 7.s regeringsperiode var lejet ud til den engelske ambassadør Henry Wynn, der opholdt sig i Danmark 1824-1853.			8	Af Samlede Skrifter	482	1	v8:482 ()	medium	located+place-type	
Hvor Kongeaaen … nye Hjem	Hvor Kongeaaen … nye Hjem	Wolfhagen havde i 1847 overtaget hovedgården Østerbygård ved Kongeåens udspring ved Vamdrup.			8	(untitled)	178	1	v8:178 ()	medium	located	
I Sevillas Dom … ei Digt	I Sevillas Dom … ei Digt	katedralen Santa Maria de la Sede (påbegyndt 1402) indeholder mere end 30 kapeller og indtil flere malerier af Madonna (Jomfru Maria) med barnet. Historien er øjensynligt kalkeret over den spanske maler Sebastian Gomez’ skæbne; Sebastian Gomez, også kaldet »El Mulato« (spansk) mulatten, var kendt for at kopiere den spanske maler Bartolomé Esteban Murillos farver og var muligvis endda også hans slave. Maleriet Purísima Concepción (spansk) den ubesmittede undfangelse, som i sin tid blev købt som en ægte Murillo, men som menes at være en af de forfalskninger, Murillos elever lavede, har hængt i Santa Maria de la Sede frem til 1835. H.C. Andersens kilde er ukendt.			8	Af	263	1	v8:263 ()	high	head-noun+place-type	
Ingeborg … collinske	Ingeborg … collinske	Ingeborg Drewsen var datter af Henriette og Jonas Collin.			8	(untitled)	183	1	v8:183 ()	high	head-noun+place-type	
Jonna	Jonna	Ingeborg og A.L. Drewsens første barn, født 1827 i Fredericia.			8	(untitled)	183	1	v8:183 ()	high	head-noun+place-type	
karsk	karsk	sund, glad.			8	(untitled)	39	3	v8:39 (); v8:178 (); v8:535 ()	high	head-noun+place-type	
Kenilworth	Kenilworth	engelsk by sydøst for Birmingham med ruiner af Kenilworth Slot.			8	(untitled)	100	2	v8:100 (); v8:120 ()	medium	located+place-type	
Kirken	Kirken	Roskilde Domkirke.			8	Af Samlede Skrifter	505	1	v8:505 ()	high	head-noun+place-type	
Kongeborgen	Kongeborgen	Frederiksborg Slot i Nordsjælland, påbegyndt under Frederik 2. i 1560, men størstedelen af slottet blev opført under Christian 4. fra starten af 1600-tallet, på samme sted i slotssøen, hvor den middelalderlige herregård Hillerødsholm tidligere havde ligget.			8	(untitled)	322	1	v8:322 ()	high	head-noun+located+place-type	
Kongebyen	Kongebyen	København.			8	(untitled)	327	1	v8:327 ()	high	head-noun+place-type	
Kongens Slot i Skoven	Kongens Slot i Skoven	Eremitageslottet i Dyrehaven ved København.			8	(untitled)	53	1	v8:53 ()	high	head-noun+place-type	
Kullen	Kullen(s)	halvø mellem Skälderviken og Øresund.			8	(untitled)	67	1	v8:67 ()	high	in-register+head-noun+located+place-type	geo-2698848
Le Locle	Locle	Le Locle; lille bjergby, hvor H.C. Andersen boede hos urmager Jules Jürgensen fra 14. til 27. maj 1867.			8	(untitled)	379	1	v8:379 ()	high	head-noun+place-type	
Lorelei	Loreley	Lorelei; 132 m højt, næsten lodret klippeparti ved Rhinen; personificeret som en fortryllende og forførende kvinde, der if. sagnet lokkede sejlende (mænd) i døden.			8	Af Samlede Skrifter	515	1	v8:515 ()	medium	located	
Min fyenske Landsmand	Min fyenske Landsmand	Lumbye blev født i København, men flyttede som 12-årig med sin far til Odense.			8	Af	273	1	v8:273 ()	medium	located+place-type	
Monte Cavo	monte cavo	Monte Cavo; det højeste bjerg i Albanerbjergene.			8	Af Fortællinger og Digte	124	1	v8:124 ()	high	head-noun+located+place-type	
Nonnebakken	Nonnebakken	bakke syd for Odense Å tæt ved Skt. Knuds Kirke.			8	(untitled)	442	1	v8:442 ()	high	in-register+head-noun+located+place-type	place-000005
Nysø	Nysøe | Nysø	Nysø; hovedgård og gods fra 1670 ved Præstø, som på H.C. Andersens tid var ejet af baron Hendrik Stampe; billedhuggeren Thorvaldsen boede efter sin hjemkomst fra Italien 1838 indtil sin død 1844 ofte på Nysø, hvor han fik indrettet et atelier. ¶ hovedgård og gods fra 1670 ved Præstø, som på H.C. Andersens tid var ejet af baron Hendrik Stampe.			8	(untitled)	28	2	v8:28 (); v8:32 ()	high	head-noun+located+place-type+in-register	geo-2615912
Nöddebo	Nöddebo	i Grib Skov i Nordsjælland.			8	(untitled)	121	1	v8:121 ()	medium	located+place-type	
Odense-Munkemølle	Odense-Munkemølle	vandmøllen Munkemølle ved Odense Å, tæt på Munkemøllestræde; jf. nedenfor.			8	(untitled)	448	1	v8:448 ()	medium	located+place-type	
Prometheus’ Befrielse	Prometheus	Prometheus’ Befrielse, 1864, privateje, eller Prometheus’ ørn, 1864, nu på Ribe Kunstmuseum.			8	Af Samlede Skrifter	479	1	v8:479 ()	medium	located	
Præstö Strand	Præstö Strand	Henrik Stampe voksede op på Nysø gods ved Præstø på Sydsjælland.			8	(untitled)	146	1	v8:146 ()	medium	located+place-type	
Ravenswood	Ravenswood	borg i den engelske forfatter Walter Scotts roman The Bride of Lammermoor, 1819 (dansk Bruden fra Lammermoor, 1823, dramatiseret af H.C. Andersen i det romantiske syngestykke Bruden fra Lammermoor, 1832 (BFN 183)); borgen er hjemsted for hovedpersonen Edgars slægt; der er tale om en faktisk lokalitet uden for Edingburgh, ruinerne af Fast Castle, bygget i 1300-tallet, højt beliggende på klipperne ved Nordsøen.			8	Af Samlede Skrifter	492	1	v8:492 ()	high	head-noun+place-type	
Rosenborg	Rosenborg	egentlig lystslottet Rosenborg i Kongens Have i København, opført 1606-1634.			8	(untitled)	423	1	v8:423 ()	medium	located+place-type	
Rosenborg Have	Rosenborg Have	lystslottet Rosenborg ligger i Kongens Have i København, opført 1606-1634.			8	Af Samlede Skrifter	507	1	v8:507 ()	high	head-noun+located+place-type	
Rosenvænget	Rosenvænget	kvarter på det ydre Østerbro, grænsende op til Øresund, hvor en række prominente borgere og kunstnere fra 1850’erne lod opføre villaer, og hvor ægteparret Melchiors landsted, »Rolighed«, lå.			8	(untitled)	423	1	v8:423 ()	high	head-noun+located+place-type	
Sanct Knud	Sanct Knud	kong Knud 4. den Hellige blev myrdet i Albani Kirke i Odense 1086.			8	(untitled)	442	1	v8:442 ()	medium	located+place-type	
Sankt Annaplads	Sankt Annaplads	Hartmann boede på Sankt Annæ Plads, tæt ved Amalienborg i København.			8	(untitled)	435	1	v8:435 ()	medium	located+place-type	
Skage	Skage(n)	odde.			8	(untitled)	380	1	v8:380 ()	high	head-noun+place-type	
Slien	Slien	fjord ved Slesvig, som indgik i Danmarks sydlige grænseværn fra Dannevirke over Østervolden til Eckernförde Bugt.			8	Fædrelandske Vers og Sange under Krigen	170	2	v8:170 (); v8:257 ()	high	head-noun+located+place-type	
Slot i Danmark med Hegn af Rosentræer	Slot i Danmark med Hegn af Rosentræer	lystslottet Rosenborg i Kongens Have i København, opført 1606-1634.			8	(untitled)	49	1	v8:49 ()	high	head-noun+located+place-type	
Slottet	Slottet	Sorgenfri Slot i Lyngby, opført som adeligt landsted 1705-1706 og blev i 1730 overtaget af kongehuset; Christian 8. og Caroline Amalies sommerresidens.			8	(untitled)	207	1	v8:207 ()	medium	located+place-type	
Sophie Gade	Sophie … Hartmann	Sophie Gade, gift med Niels W. Gade og datter af J.P.E. Hartmann, døde 15. juni 1855 af komplikationer efter fødslen af tvillingerne Emma og Felix 20. maj; H.C. Andersen deltog i hendes begravelse 21. juni.			8	(untitled)	289	1	v8:289 ()	high	head-noun+place-type	
Spitsbergen	Spitsberg(s)	Spitsbergen; den største ø i øgruppen Svalbard i Barentshavet.			8	(untitled)	20	1	v8:20 ()	high	head-noun+place-type	
Sprogö	Sprogö	ø midt i Storebælt.			8	(untitled)	146	1	v8:146 ()	high	head-noun+located+place-type	
Stolt bygged’ … Banke	Stolt bygged’ … Banke	Næsbyhoved borgbanke nær Odense Havn blev antagelig anlagt i 1100-tallet, der findes spor af bebyggelse fra omkring 1340 og befæstningsanlæg fra omkring 1370; slottet på banken blev ødelagt i 1534 under Grevens Fejde, og de sidste bygninger blev revet ned i 1764.			8	(untitled)	441	1	v8:441 ()	medium	located+place-type	
Sölleröd	Sölleröd	Ingeborg og Adolph Drewsen blev gift i Søllerød 18. oktober 1826.			8	(untitled)	183	1	v8:183 ()	high	head-noun+place-type	
Sø	Sø	hav.			8	(untitled)	418	1	v8:418 ()	high	head-noun+place-type	
Sørgemarschen	Sørgemarschen	Hartmann komponerede Sørgemarch ved Thorvaldsens Bisættelse, 1844.			8	Af	242	1	v8:242 ()	medium	located	
Tajo	Tajo(s)	floden Tajo udspringer i Spanien og udmunder i Portugal.			8	Digte fra Spanien	342	1	v8:342 ()	high	head-noun+place-type	
Thorvaldsens Museum	Museet	Thorvaldsens Museum, tegnet af M.G.B. Bindesbøll og opført 1839-1848.			8	Af	239	1	v8:239 ()	high	in-register	
Tidslen saae han mod Guds Sol sig bøie	Tidslen saae han mod Guds Sol sig bøie	måske hentydning til H.A. Brorsons (som var bror til C.F. Brorsons farfar) »Den yndigste rose er funden«, hvor syvende strofe lyder: »Forhærdede tidselgemøtter, / Saa stive som torne og støtter, / Hvi holde I eder saa ranke / I stoltheds fordervede tanke?«.			8	(untitled)	65	1	v8:65 ()	medium	located	
Tivoli	Tivoli	grundlagt af Georg Carstensen i 1843.			8	Af	273	1	v8:273 ()	high	in-register	geo-3165624
Trafalgar	Trafalgar(s)	Kap Trafalgar ved den spanske atlanterhavskyst lidt nord for Gibraltarstrædet.			8	(untitled)	337	1	v8:337 ()	medium	located	
Trekroner	Trekroner(s)	søfortet ved indsejlingen til København.			8	Af Samlede Skrifter	490	1	v8:490 ()	medium	located+place-type	
Triest	Triest	by øst for Venezia på Istrien ved Adriaterhavet.			8	(untitled)	126	1	v8:126 ()	high	head-noun+located+place-type	
Udgivne samlede	Udgivne samlede	syv af samlingens i alt fjorten sange og vers havde været trykt i Fædrelandet i perioden 31. marts 1848 til 10. februar 1851.			8	Fædrelandske Vers og Sange under Krigen	158	1	v8:158 ()	medium	located	
ved din Dør	ved din Dør	Tivoli blev opført på fæstningsterrænet uden for Vesterport i 1843.			8	(untitled)	440	1	v8:440 ()	medium	located	
Vendome	Vendome	Vendôme-pladsen i Paris, anlagt i 1600-tallet; pladsen domineres af en sejrssøjle, rejst 1806-1810 af kejser Napoleon 1., med en statue af ham selv på toppen.	1867	1867	8	Af Kjendte og glemte Digte	391	1	v8:391 (1867)	medium	located+place-type	
Vesterviig	Vesterviig	folkevisen lokaliserer begivenhederne til Vestervig klosterkirke i Thy; Buris lænkes til kirken og Kirsten begraves i den.			8	(untitled)	413	1	v8:413 ()	medium	located+place-type	
Weyse … Jubilæum	Weyse … Jubilæum	komponisten C.E.F. Weyse fejrede i 1842 sit 50-års-jubilæum som organist ved Vor Frue Kirke i København.			8	(untitled)	74	1	v8:74 ()	medium	located	
Øresund	Sundet … Skibe møde	Øresund, formodentlig mellem Helsingør og Helsingborg, hvor det er smallest.			8	Af Samlede Skrifter	537	1	v8:537 ()	high	head-noun+located+place-type	
