place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
La Scala	La Scala	Milanos operahus, Teatro alla Scala.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	127	1	v17:127 (1855)	high	in-register	geo-6949434
La Storta	La Storta	sidste station på diligencerejsen til Rom, knap 30 km nord for Rom.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	134	1	v17:134 (1855)	high	in-register	geo-3175075
Lago Maggiore	Lago Maggiore	lang, smal sø i De Italienske Alper.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	127	1	v17:127 (1855)	high	in-register+located+place-type	geo-2659792
Livorno	Livorno	hvortil turen gik den 6. oktober med hjemkomst dagen efter.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	130	1	v17:130 (1855)	high	in-register	geo-3174659
Lorelei	Loreley	Lorelei; 132 m højt, næsten lodret klippeparti ved Rhinen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	110	1	v17:110 (1855)	medium	located	
Lykkesholm	Lykkesholm	Lykkesholm Slot i Ørbæk, 14 km sydvest for Nyborg, hvor H.C. Andersen var kommet siden 1832 og især 1835-1839 var en flittig gæst.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	187	1	v17:187 (1855)	medium	located+place-type	
Marie Bunkeflod	Madam Bunkeflod og hendes Mands Søster	Marie Bunkeflod, som var enke efter digterpræsten Hans Christian Bunkeflod, boede sammen med sin svigerinde i de såkaldte Eilschous Boliger, en stiftelse oprettet 1776-1781 for borgerskabets enlige, trængende kvinder; stiftelsen lå i Munkemøllestræde over for H.C. Andersens barndomshjem.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	25	1	v17:25 (1855)	high	head-noun+place-type	
Mariehøi … hos Bogtrykker Iversens Enke	Mariehøi … hos Bogtrykker Iversens Enke	landstedet Mariehøj (Tolderlund) ved kanalen nord for Odense, hvor H.C. Andersen tilbragte tre uger hos Kirstine Marie Iversen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	86	1	v17:86 (1855)	medium	located+place-type	
Marmorhavet	Marmorhavet	Marmarahavet.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	219	1	v17:219 (1855)	high	head-noun+place-type	
Michel Levin	Jøden under Træet	Michel Levin, der i over 50 år optrådte som visesanger på Dyrehavsbakken.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	50	1	v17:50 (1855)	medium	located	
Minaret	Minaret(erne)	tårn ved den muslimske moske, hvorfra der kaldes til bøn.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	343	1	v17:343 (1855)	high	head-noun+place-type	
mit Creditiv var endnu ikke indtruffet	mit Creditiv var endnu ikke indtruffet	Jonas Collin havde 28. april 1846 afsendt et kreditiv på 500 rigsdaler til H.C. Andersen, der modtog det 18. maj; det havde da ligget hos Karl Rothschild siden 13. maj. Karl Rothschild var leder af Rothschild-husets Napoli-afdeling.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	333	1	v17:333 (1855)	medium	located	
Monte pozio	Monte pozio	byen Monte Porzio Catone, 2,5 km fra Tusculum.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	137	1	v17:137 (1855)	high	head-noun+place-type	
Montefiascone	Montefiascone	vinby 80 km nord for Rom, berømt for hvidvinen Est!Est!Est!	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	154	1	v17:154 (1855)	high	head-noun+located+place-type	
Møntergaden	Møntergaden	sidegade til Gothersgade i København.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	132	1	v17:132 (1855)	high	head-noun+located+place-type	
Münsterdorph	Münsterdorph(s)	mindre by 2 km vest for Breitenburg.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	207	1	v17:207 (1855)	high	head-noun+located+place-type	
Nei Danmark … atter	Nei Danmark … atter	»Inpromtu til Thorvaldsen, da han paa Nysø havde fuldendt i Leer Holbergs Buste«, fremsagt på Nysø om aftenen 16. august 1839, da busten blev taget ud af (gips)formen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	240	1	v17:240 (1855)	medium	located	
Nepi	Nepi	lille by ved bjerget monte Soracte, ca. 40 km nord for Rom.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	134	1	v17:134 (1855)	high	in-register+head-noun+place-type	geo-3172322
Nicolaigade	Nicolaigade	oprindelig kun den del af Nikolaj Plads, der ligger øst for Nikolaj Kirke (op mod Vingårdsstræde), og som efter branden indtil 1845 anvendtes som kødtorv.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	76	1	v17:76 (1855)	medium	located+place-type	
Nicolaitaarn	Nicolaitaarn	tårnet på Sankt Nikolaj Kirke overlevede branden i 1795, hvor kirken og spiret blev ødelagt; i 1814-1817 blev alt undtagen tårnet revet ned.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	76	1	v17:76 (1855)	high	head-noun+located+place-type	
Novella	Novella	en by ved dette navn har ikke kunnet lokaliseres i området.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	154	1	v17:154 (1855)	high	head-noun+place-type	
Nyboder	Nyboder(s Madamer)	bydel i København, påbegyndt 1631 under kong Christian 4. som boliger for flådens faste mandskab; på H.C. Andersens tid et fattigt kvarter.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	48	1	v17:48 (1855)	high	head-noun+located+place-type	
Nysø	Nysøe	Nysø; hovedgård og gods fra 1670 ved Præstø, som på H.C. Andersens tid var ejet af baron Hendrik Stampe; billedhuggeren Thorvaldsen boede efter sin hjemkomst fra Italien 1838 indtil sin død 1844 ofte på Nysø, hvor han fik indrettet et atelier. ¶ Nysø, hovedgård og gods fra 1670 ved Præstø, ejet af baron Hendrik Stampe og baronesse Christine Stampe.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	206	2	v17:206 (1855); v17:233 (1855)	high	head-noun+located+place-type	geo-2615912
Ole Bull	Ole Bull	den norske violinvirtuos og komponist Ole Bull, som H.C. Andersen havde mødt i København i november 1838 og siden i Hamburg i maj 1843; Ole Bull havde 1845 været på turné i USAog gav 1846 flere koncerter i Frankrig (Paris, Bordeaux og Marseille). Han og H.C. Andersen mødtes 29. juni 1846.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	336	1	v17:336 (1855)	medium	located	
Olmütz	Olmütz	østtjekkisk by nordøst for Brno, hvor H.C. Andersen kort opholdt sig 6. marts 1846.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	322	1	v17:322 (1855)	medium	located+place-type	
Orsova	(Gammel-)Orsova	Ors¸ova; rumænsk by på Donaus venstre bred (Ny Orsova lå på Donaus højre, serbiske bred).	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	221	1	v17:221 (1855)	medium	located+place-type	
P.T. Hald	En nuværende jydsk Præst	P.T. Hald, som blev teologisk kandidat i 1828; havde skrevet anmeldelser i Dansk Litteratur-Tidende og havde 1828 anonymt fået opført vaudevillerne Guldbryllups-Frierierne og Destillatøren på Det Kgl. Teater.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	88	1	v17:88 (1855)	medium	located	
Palais-Royal	Palais royal	Palais-Royal; tidligere kongeslot, opført fra 1632, hvori 1641 indviedes et teater, som blev et af tidens mest berømte.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	111	1	v17:111 (1855)	high	head-noun+place-type	
