place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Friedrich August Leo	Dr. Leo	Friedrich August Leo, uddannet boghandler, havde en tid stået i lære i Andreas Frederik Høsts boghandel i København og været i huset hos Mendel Levin Nathanson; fra sin tid i København kendte han bl.a. H.C. Andersen og Henrik Hertz, hvis skuespil Kong René’s Datter, 1845, han 1846 havde udgivet i en tysk oversættelse. Da H.C. Andersen 1849 traf ham i Stockholm, var han redaktør af Carl B. Lorcks tidsskrift Nordischer Telegraph.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	86	1	v18:86 (1869)	medium	located	
Frijsenborg	Frijsenborg	hovedgård 2 km nordøst for Hammel ejet af konseilspræsident, lensgreve C.E. Krag-Juel-Vind-Frijs. H.C. Andersen opholdt sig her 12.-30. juni og igen 8.-15. juli.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	282	1	v18:282 (1869)	high	head-noun+located+place-type	
Hallein	Halleins Saltværk	Hallein, by syd for Salzburg, hvis saltværk H.C. Andersen besøgte 3. juni 1831.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	93	1	v18:93 (1869)	medium	located+place-type	
Hartmanns Sørgemarsch … Thorvaldsens Jordefærd	Hartmanns Sørgemarsch … Thorvaldsens Jordefærd	J.P.E. Hartmanns Sørgemarch ved Thorvaldsens Bisættelse, 1844.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	127	1	v18:127 (1869)	medium	located	
hendes Søn	hendes Søn	Georg Laurids Anholm blev student 1865 fra Borgerdydskolen på Christianshavn.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	283	1	v18:283 (1869)	medium	located+place-type	
hvor H. C. Ørsted havde boet	hvor H. C. Ørsted havde boet	H.C. Ørsted havde været i London i sommeren 1846; jf. endvidere Dagbogen 27. juni 1847: »Leicester Square er intet fashionable Qvarteer, efter sligt sees altid i den høiere Verden«.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	32	1	v18:32 (1869)	medium	located	
i Petersborg	i Petersborg	Adolph Henselt havde siden 1838 opholdt sig i St. Petersborg, hvor han var kammervirtuos hos kejserinden, lærer for de kejserlige børn og inspektør ved musikundervisningen i samtlige statsundervisningsanstalter for piger i Rusland. Om sommeren boede han paa Gersdorf.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	196	1	v18:196 (1869)	medium	located+place-type	
in Bosch	in Bosch	skoven het Haagsche Bosch; jf. Dagbogen 20. juni 1847: »Kjørt med Kneppelhaut »in Bosch« hvor der er Musik og Promenade om Søndagen; smukke grønne Engpartier, kom forbi »Haus im Bosch«, kjørte de idylliske Veje med rige Landhuse (...)«.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	29	1	v18:29 (1869)	high	head-noun+place-type	
indførte hos os ved Hr Erik Bøgh	indførte hos os ved Hr Erik Bøgh	Erik Bøgh havde 31. december 1848 i Christiania fået opført Nytaarsaften 1848-49 og 31. december 1849 på Casino Nytaarsnat 1850, optakten til de egentlige revyforestillinger. H.C. Andersen så 1. januar 1869 hans Nytaarsnat 1869 på Casino.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	325	1	v18:325 (1869)	medium	located	
Joseph Alois Daisenberger	Daisenberger	Joseph Alois Daisenberger, sognepræst i Oberammergau fra 1845 til sin død; ændrede i samarbejde med Devrient i 1850’erne passionsspillenes form.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	228	1	v18:228 (1869)	medium	located	
Jungfrau	Jomfruen	Jungfrau, bjergtop ca. 60 km sydøst for Bern.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	15	1	v18:15 (1869)	medium	located	
Kinnekulle … Hamilton	Kinnekulle … Hamilton(s)	30. juli 1849 ankom H.C. Andersen til grev Hugo David Hamiltons gods på Hönsäter ved Venerns østkyst, 31. juli besøgtes bjerget Kinnekulle og 1. august fortsatte H.C. Andersen videre til grev Hamiltons søn, Adolf Ludvig Hamilton, på Blomberg, som var gift med historikeren Erik Gustaf Geijers datter, Agnes. Den 2. august fortsatte han fra Hellekis med damperen til Venersborg.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	104	1	v18:104 (1869)	medium	located+place-type	
L.C. Brinck-Seidelin	Brinck Seidelin	L.C. Brinck-Seidelin, konferensråd, var 1815-1845 amtsforvalter i Hjørring, stænderdeputeret og senere medlem af den grundlovgivende rigsforsamling.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	222	1	v18:222 (1869)	medium	located	
Land of brown heath … the flood!	Land of brown heath … the flood!	(engelsk) den brune hede og den uvejsomme skovs land, / bjergets og flodens land!; fra Walter Scotts The Lay of the Last Minstrel, 6. sang, 1805.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	54	1	v18:54 (1869)	high	head-noun+located+place-type	
Landgrevinden	Landgrevinden	Charlotte af Hessen-Kassel. Hun var søster til Christian 8. og gift med landgreve Vilhelm af Hessen-Kassel. Hun døde 28. marts 1864 i København.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	275	1	v18:275 (1869)	medium	located	
Leksand	Leksand(s)	by ved Siljansøen i Sverige.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	315	1	v18:315 (1869)	high	head-noun+located+place-type	
Louis Jürgensen	Louis Jürgensen	formentlig Jules Jürgensen, bror til Louis Urban Jørgensen.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	329	1	v18:329 (1869)	medium	located	
min Fest i Odense	min Fest i Odense	i forbindelse med H.C. Andersens udnævnelse til æresborger i Odense den 6. december 1867.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	354	1	v18:354 (1869)	medium	located	
Mosenthal læste siden … min Oversættelse	Mosenthal læste siden … min Oversættelse	ifølge Almanakken sendte H.C. Andersen 10. marts 1855 En Landsbyhistorie til Salomon Hermann Mosenthal, 18. april modtog han Mosenthals tak.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	155	1	v18:155 (1869)	medium	located	
Mosenthals »Volksschauspiel«	Mosenthals »Volksschauspiel«	»Der Sonnwendhof«: H.C. Andersen havde i Wien 27. maj 1854 set Salomon Hermann Mosenthals Der Sonnwendhof opført; forfatteren overlod H.C. Andersen manuskriptet (der først tryktes 1857) til brug for sin oversættelse, jf. BfA 276.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	153	1	v18:153 (1869)	medium	located	
Musæet	Musæet	formentlig Rijksmuseum, åbnet 1800; i 1866 havde det til huse i Trippenhuis.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	298	1	v18:298 (1869)	medium	located	
Nicolai Gottlieb Blædel	Blædel	Nicolai Gottlieb Blædel, fra 1859 sognepræst ved Garnisons Kirke i København. Talerne er trykt i »Ved Geheimeconferentsraad Jonas Collin’s Jordefærd den 2. September 1861«.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	242	1	v18:242 (1869)	medium	located+place-type	
Nürnberg	Nürnberg	H.C. Andersen tog 15. juli fra Einsiedeln til Zürich og nåede via bl.a. Müchen og Augsburg til Nürnberg den 23. juli.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	241	1	v18:241 (1869)	high	in-register	geo-2861650
Oberammergau	Oberammergau	landsby i Voralpen i Bayern sydvest for München, hvor der siden 1634 med enkelte undtagelser hvert tiende år har været opført spil over Jesu lidelseshistorie fra maj til september. Hver af de ca. 100 opførelser varer fra morgen til aften og varetages af lokale amatører; udflugten til Oberammergau varede 30. juni-3. juli.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	228	1	v18:228 (1869)	high	head-noun+located+place-type	
Old Bromton	Old Bromton	bydel i Westend, syd for Hyde Park.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	33	1	v18:33 (1869)	high	head-noun+located+place-type	
om Algier og Araberne	om Algier og Araberne	Daumas havde især gjort tjeneste i Algier; han udgav bl.a. Moeurs et coutumes de l’Algérie, 1853 og La Kabylie, 1857. H.C. Andersen spiste »stor Frokost« hos ham 21. april, hvor »Generalen gav mig nogle af sine Skrifter«.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	308	1	v18:308 (1869)	medium	located	
Paaskeklokken kimed’	Paaskeklokken kimed’	»Paaskeklokken kimed mildt / Fra den danske Kyst,«, begyndelseslinjerne til Carl Plougs digt »Slaget ved Slesvig. (Til en færøisk Melodi)«, skrevet til en koncert i Casino til fordel for de sårede og de faldnes efterladte og trykt i Fædrelandet, nr. 120, 4. maj 1848.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	76	1	v18:76 (1869)	medium	located+place-type	
Paris	Paris	H.C. Andersen rejste over Folkestone og Amiens og kom 17. juli til Paris, som han forlod den 20. Via Strassburg, Mannheim, Frankfurt og Leipzig ankom han den 26. til Dresden. 27. juli rejste han med familien Serre til pianisten og komponisten Adolf Henselts gods Gersdorf i Schlesien, hvor major Serres Fødselsdag (den 28.) blev fejret. 30.-31. juli fulgtes han med Serres til Maxen, hvor han blev til 30. august. ¶ 21. januar-20. marts.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	196	2	v18:196 (1869); v18:267 (1869)	high	in-register	geo-2988507
Peter Frederik Wulff	Admiral Wulff(s) | Wulff(s)	Peter Frederik Wulff, chef for Søkadetakademiet, som i H.C. Andersens latinskoletid åbnede sit hjem for ham.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	204	2	v18:204 (1869); v18:283 (1869)	medium	located	
Philemon og Baucis	Philemon og Baucis	i Knud Lyne Rahbeks digt »Til mit Bakkehus«, trykt 1. gang i Poetiske Forsøg 2. del, 1802, s. 187 f., hedder det: »Her Baucis og Philemon leve, døe/Tilsammen i hinandens Arm af Ælde«. Philemon og Baucis nævnes i en myte i Ovids Metamorphoses, VIII, V. 631 f. som et gammelt, fromt og fattigt bondepar i Frygien, der til løn for deres gæstfrihed af Zeus ved deres samtidige død forvandledes til to sammenvoksede træer: Philemon til en eg, Baucis til en lind. Ingemann satte Johs. Ewalds sangdrama Philemon og Baucis, 1772, ind i »Varners poëtiske Vandringer« fra digtsamlingen Procne, 1813, som de elskendes læsning.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	182	1	v18:182 (1869)	medium	located	
Pisa	Pisa	30. maj.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	239	1	v18:239 (1869)	high	in-register	geo-3170647
Pompeij	Pompeij	romersk by i Napolibugten ødelagt ved vulkanen Vesuvs udbrud 79 e.Kr.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	314	1	v18:314 (1869)	medium	located+place-type	
Pompeji	Pompeji	antik romersk by, begravet ved Vesuvs udbrud 79 e.Kr., genfundet 1748 og siden udgravet.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	218	1	v18:218 (1869)	medium	located+place-type	
Porta Westfalica	Porta vestphalia	Porta Westfalica, lille by lidt vest for Hannover.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	296	1	v18:296 (1869)	medium	located+place-type	
Præsten	Præsten	sognepræsten i Rättvik, Per Ulrik Boëthius.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	92	1	v18:92 (1869)	medium	located	
Rammelsberg	Rammelsbjerg	Rammelsberg, bjerg syd for Goslar, som H.C. Andersen så 25. maj 1831.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	93	1	v18:93 (1869)	medium	located+place-type	
Rolighed	Rolighed	Melchiors landsted på Østerbro ved Kalkbrænderivejen. Her boede H.C. Andersen første gang 9.-29. september 1866; det blev hans andet hjem i de kommende somre, og her døde han 4. august 1875.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	320	1	v18:320 (1869)	medium	located	
Roxen	Roxen	sø ved Linköping i Östergötland; Göta kanal munder ud i Roxen ved Bergs sluser mod vest, hvor Vreta Kloster ligger.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	97	1	v18:97 (1869)	high	head-noun+located+place-type	
Samlivet med Lißt	Samlivet med Lißt	Franz Liszt havde 1847 slået sig ned i Weimar, hvor han til 1861 virkede som instruktør og dirigent ved teatrets operaforestillinger; siden 1847 levede han sammen med Carolyne Sayn-Wittgenstein, og i deres hjem var H.C. Andersen en hyppig gæst under sine besøg i Weimar.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	136	1	v18:136 (1869)	medium	located	
Savoyen	Savoyen(s)	kongerige i det bjergrige grænseområde mellem Frankrig og Italien.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	15	1	v18:15 (1869)	high	head-noun+located+place-type	
Scheveningen	Scheveningen	landsby i Haags nordlige udkant, berømt kurog badeby.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	29	1	v18:29 (1869)	high	head-noun+located+place-type	
Scirocco	Scirocco(luft) | Scirocco	kraftig, varm ørkenvind fra Nordafrika. ¶ varm ørkenvind fra Nordafrika.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	237	2	v18:237 (1869); v18:258 (1869)	medium	located	
Siden ere Aaringer gaaede … gik til Amerika	Siden ere Aaringer gaaede … gik til Amerika	1850 påbegyndte Jenny Lind en to års koncertrejse til Amerika, under hvilken hun 1852 i Boston ægtede pianisten Otto Goldschmidt; H.C. Andersen genså Jenny Lind i Wien i 1854.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	36	1	v18:36 (1869)	medium	located	
Sintra	Cintra	Sintra, gammel kongeby i bjergene nordvest for Lissabon. Her besøgte H.C. Andersen 26. juli-8. august José O’Neill, der levede ugift som rentier, i Santa Maria, en lille forstad lige over Sintra.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	315	1	v18:315 (1869)	medium	located+place-type	
sit Gods Mem … Godset Sæby	sit Gods Mem … Godset Sæby	godset Mem i Tåby (Östergötland), som Edvard Fredrik von Saltza erhvervede sig 1803 og beboede fra 1804. På godset Sæby syd for Linköping opholdt H.C. Andersen sig 14.-20. juli 1849.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	96	1	v18:96 (1869)	high	head-noun+place-type	
Skolen	Skolen	Borgerdydskolen på Christianshavn (nuværende Vestre Borgerdyd Gymnasium).	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	124	1	v18:124 (1869)	medium	located+place-type	
Slottet Hohenschwangau	Slottet Hohenschwangau	kongeligt lystslot ved Schwangau mellem alperne og floden Lech nær grænsen til østrigsk Tyrol; slottet, som længe havde henligget som ruin, købtes 1832 af daværende kronprins Maximilian og genopførtes.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	150	1	v18:150 (1869)	medium	located+place-type	
Solna	Solna	H.C. Andersen var 9. juli 1849 ved Solna kirke (nordvest for Stockholm) med Bernhard von Beskow.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	95	1	v18:95 (1869)	medium	located+place-type	
som Prinds	som Prinds	Frederik 7. havde 1826 opholdt sig i Genève med Grev Rantzau-Breitenburg som rejseledsager.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	246	1	v18:246 (1869)	medium	located	
staaer i Flammer	staaer i Flammer	Frederiksborg Slot brændte natten mellem den 16. og 17. december 1859.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	210	1	v18:210 (1869)	high	head-noun+place-type	
Taterqvinden Langemargrethe	Taterqvinden Langemargrethe	den historiske Langemargrethe, Anne Margrethe Sørensdatter, døde i Viborg Tugthus. Det lokalsagn fra Nørre-Wosborg, som H.C. Andersen hentyder til, er ikke den virkelige Langemargrethe, men er optegnet af den engelske rejsende Horace Marryat, der samtidig med H.C. Andersen besøgte gården (17. juli 1859), i hans bog A Residence in Jutland, the Danish Isles, and Copenhagen, II, 1860, s. 200-202. H.C. Andersens version af historien genfindes i Evald Tang Kristensen Danske Sagn, 1. Række IV, 1896, nr. 1588.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	211	1	v18:211 (1869)	medium	located+place-type	
Tilsigelse til Taffelet paa Jagtslottet Stärnberg	Tilsigelse til Taffelet paa Jagtslottet Stärnberg	19. juni 1852 var H.C. Andersen Maximilian 2.s gæst på jagtslottet i Berg ved Starnbergersøen.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	139	1	v18:139 (1869)	medium	located+place-type	
Toby	Toby	Tobby Wilson i Henrik Hertz’ skuespil De Deporterede, 21. februar 1853.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	325	1	v18:325 (1869)	high	head-noun+place-type	
tunge Dage	tunge Dage	Robert Watts far, proprietær William Watt, ejer af Holmstrupgård ved Århus, døde, da sønnen var 6 år. Robert tog realeksamen i 1854.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	328	1	v18:328 (1869)	medium	located	
Tweed	Floden, der gjør Grændsen mellem England og Skotland	Tweed; H.C. Andersen og Joseph Hambro krydsede floden ved Berwick on Tweed.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	46	1	v18:46 (1869)	medium	located+place-type	
Ulriksdal	Ulriksdal	lystslot ved Edsviken, nord for Stockholm. Besøget fandt sted 28. september.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	286	1	v18:286 (1869)	high	head-noun+located+place-type	
Venersborg	Wenersborg	Venersborg, hvor H.C. Andersen opholdt sig 2.-5. august 1849.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	104	1	v18:104 (1869)	high	head-noun+place-type	
Wartburg	Wartburg	slottet Wartburg ved Eisenach, grundlagt 1067 og opført i det 11. og 12. århundrede, tidligere residens for landsgreverne af Thüringen; på Carl Alexanders foranledning blev det stærkt forfaldne slot restaureret 1847-1889. H.C. Andersen besøgte Wartburg 30. juni 1854.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	152	1	v18:152 (1869)	high	head-noun+place-type	
»Wetterhorn«, »Silberhorn«	»Wetterhorn«, »Silberhorn«	bjergmassiver i Berneralperne.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	16	1	v18:16 (1869)	medium	located	
