place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
dog et gammelt Tegn … Jerusalem	dog et gammelt Tegn … Jerusalem	Hellig-Anders (død 1205) var præst ved Skt. Peders kirke i Slagelse og skal ifølge sagnet under en pilgrimsrejse være blevet bragt hjem af en rytter på få timer, så han kunne vågne op på Hvilehøj uden for Slagelse.	1859	1859	2	Et Stykke Perlesnor	281	1	v2:281 (1859)	medium	located+place-type	
Dom	Dom	domkirke.	1853	1853	2	Under Piletræet	83	1	v2:83 (1853)	high	head-noun+place-type	
Eiger	Eiger	bjergtop på 3975 m i Finsteraarhorngruppen.	1862	1862	2	Iisjomfruen	398	1	v2:398 (1862)	medium	located	
Fjaltring	Fjaltring	landsby syd for Bovbjerg.	1860	1860	2	En Historie fra Klitterne	311	1	v2:311 (1860)	high	head-noun+located+place-type	
Grindelwald	Grindelwald	bjergtop sydvest for Interlaken.			2	(untitled)	391	1	v2:391 ()	medium	located	
Hekla	Hekla	vulkan på Sydisland.	1853	1853	2	Om Aartusinder	73	1	v2:73 (1853)	high	head-noun+located+place-type	
Huusby-Klitter	Huusby-Klitter	ligger mellem Nissum Fjord og Vest Stadil Fjord vest for Vedersø.	1860	1860	2	En Historie fra Klitterne	310	1	v2:310 (1860)	medium	located+place-type	
hverken Fabrik eller By	hverken Fabrik eller By	Silkeborg Papirfabrik blev grundlagt i 1844, byen 1845.	1855	1855	2	Ib og lille Christine	127	1	v2:127 (1855)	high	head-noun+place-type	
karsk	karsk	sund, rask.	1858	1858	2	Dynd-Kongens Datter	204	1	v2:204 (1858)	high	head-noun+place-type	
Kielerfjord … er lagt	Kielerfjord … er lagt	Jens Baggesen er begravet på Skt. Jørgens kirkegård i Kiel.	1859	1859	2	Et Stykke Perlesnor	282	1	v2:282 (1859)	medium	located	
Klokkedybet	Klokkedybet	i »Bemærkninger«, 1868, skriver H.C. Andersen om klokkedybet: »Klokkedybet er udsprunget af Folketroen om Aamanden i Odense Aa og Sagnet om Kirkeklokken, der svang sig ud fra Albani Kirketaarn.« (denne udgave bind 3, s. 383). Sagnet kendes fra J.M. Thieles Danske Folkesagn, bind I, 1818, s. 29, hvor det dog er klokkerne i Skt. Knuds Kirke, der fløj, fordi man ringede for stærkt med dem.	1858	1858	2	Hurtigløberne	239	1	v2:239 (1858)	high	in-register	place-000004
Klosterby	Klosterby	ca. 1150 anlagdes et benediktinerkloster i Sorø, af Absalon kort tid efter omdannet til cistercienserkloster.	1859	1859	2	Et Stykke Perlesnor	281	1	v2:281 (1859)	medium	located+place-type	
Munken og Nonnen	Munken og Nonnen	Mönch und Nonne, bjergparti 1⁄2 km nord for Wartburg slot.	1858	1858	2	Pebersvendens Nathue	177	1	v2:177 (1858)	medium	located+place-type	
Nonnebakken	Nonnebakken	bakke syd for Odense Å.	1858	1858	2	KlokkedybetKlokkedybet	240	1	v2:240 (1858)	high	in-register+head-noun+located+place-type	place-000005
Olympen	Olympen(s)	bjergmassiv i Thessalien; i græsk mytologi gudernes bolig.	1853	1853	2	Om Aartusinder	73	1	v2:73 (1853)	medium	located	
Omnibus	Omnibus	hestetrukket offentligt transportmiddel; den første rute åbnet i Danmark 1841.	1852	1852	2	Svanereden	49	1	v2:49 (1852)	medium	located	
Oseborg	Slot	Oseborg, sydvest for det nuværende Nørre Vosborg, som formodes at være opført af Niels Bugge og ødelagt i 1532 under en stormflod: jf. Thiele I, 281 ff.	1860	1860	2	En Historie fra Klitterne	312	1	v2:312 (1860)	high	head-noun+place-type	
Pompeji og Herculanum	Pompeji og Herculanum	de to romerske byer blev ødelagt ved Vesuvs udbrud 79 e.Kr.	1860	1860	2	»Deilig!«	299	1	v2:299 (1860)	medium	located+place-type	
Sanct Albani	Sanct Albani	kvaderstenskirke, indviet til Vor Frue og senere til den engelske helgen Sankt Albanus; placeret ved det sydvestlige hjørne af Albani Torv, nedrevet 1539.	1858	1858	2	Hurtigløberne	239	1	v2:239 (1858)	high	head-noun+located+place-type	
Savoyen	Savoyen(s)	kongerige i det bjergrige grænseområde mellem Frankrig og Italien.	1862	1862	2	Iisjomfruen	420	1	v2:420 (1862)	high	head-noun+located+place-type	
Schreckhorn	Schreckhorn	egentlig to bjergtoppe på Finsteraarhorn i Berneralperne på henholdsvis 4070 og 3494 m.			2	(untitled)	391	1	v2:391 ()	medium	located	
Seishede	Seishede	hedeområde sydøst for Silkeborg.	1855	1855	2	Klods-Hans	126	1	v2:126 (1855)	medium	located+place-type	
Sodoma og Gomorra	Sodoma og Gomorra	to byer i Palæstina, der ifølge 1. Mosebog 19 blev ødelagt af Gud på grund af indbyggernes moralske fordærvelse.	1853	1853	2	»Alt paa sin rette Plads!«	59	1	v2:59 (1853)	medium	located+place-type	
Sphinx	Sphinx	fabeldyr med menneskehoved og dyrekrop; her den mægtige sfinks i ørkenen ved Giza, Ægypten.	1861	1861	2	Det nye Aarhundredes MusaMusa	386	1	v2:386 (1861)	medium	located+place-type	
Staubbach	Staubbach	300 m højt vandfald i Lauterbrunnenthal.	1862	1862	2	Iisjomfruen	393	1	v2:393 (1862)	medium	located+place-type	
Traad under Verdenshavet	Traad under Verdenshavet	det første længere søkabel blev nedlagt mellem Dover og Calais, og i 1866 etableredes forbindelse over Atlanten.	1853	1853	2	Nissen hos Spekhøker(en)Spekhøkeren	72	1	v2:72 (1853)	medium	located	
Wetterhorn	Wetterhorn	bjergmassiv i Finsteraarhorn-gruppen; højeste top er Mittelhorn på 3708 m.			2	(untitled)	391	1	v2:391 ()	medium	located	
